DEPT,DTCO,DTSM,ECGR,Fac,PHIE_fin,RD,RHOB,SWE_INDO,TNPH,VSH_FINAL
5199,63.41910553,124.4982987,68.13420105,0,0,11.91839981,2.865400076,1,0.203713,0.8402864
5199.5,62.99250031,122.4300995,66.66429901,0,0,8.678600311,2.658799887,1,0.1875,0.5639377
5200,75.28150177,139.7342987,97.36910248,0,0,5.831699848,2.800100088,1,0.234612003,0.8442571
5200.5,70.48750305,139.7492065,87.26319885,0,0,5.376399994,2.603300095,1,0.222105995,0.5884644
5201,80.41680908,155.0590057,116.4203033,0,0,4.722599983,2.648600102,1,0.269048989,0.7590425
5201.5,66.5019989,128.469101,73.70259857,0,0,13.05039978,2.751699925,1,0.279508978,0.9029547
5202,68.37779999,122.5003967,73.36139679,0,0,8.293100357,2.829799891,1,0.206068993,0.8057216
5202.5,60.47050095,118.1523972,65.86990356,0,0.00724189,12.81620026,2.656899929,1,0.142967999,0.4488899
5203,67.15429688,130.1324005,100.2176971,0,0.030079141,5.972799778,2.606899977,1,0.178020001,0.4808097
5203.5,78.41549683,148.813797,108.857399,0,0,5.339799881,2.701400042,1,0.263467997,0.8050171
5204,70.47080231,136.7089996,83.13279724,0,0,8.815299988,2.739900112,1,0.263567001,0.8491071
5204.5,67.45739746,128.2870026,75.47399902,0,0,9.403599739,2.740099907,1,0.205967009,0.7033241
5205,66.49420166,128.1542053,80.15609741,0,0,9.930999756,2.711699963,1,0.183669001,0.6144624
5205.5,69.63999939,129.1580048,84.36370087,0,0,7.827400208,2.772200108,1,0.217198014,0.7683453
5206,70.4240036,132.9105072,82.15419769,0,0,7.707499981,2.814800024,1,0.231067002,0.8520093
5206.5,65.53520203,122.8902969,85.21150208,0,0,9.744700432,2.720999956,1,0.228524,0.7387553
5207,66.81279755,126.8886032,82.37480164,0,0,8.627300263,2.666800022,1,0.199493006,0.6034484
5207.5,72.90129852,134.4015045,72.72470093,0,0,9.110500336,2.697499991,1,0.22769399,0.7098925
5208,69.18579865,134.9044037,102.0183029,0,0,4.918200016,2.609699965,1,0.264887989,0.7042001
5208.5,79.14790344,147.8641052,104.2016983,0,0,7.654600143,2.782200098,1,0.280368,0.939862
5209,65.01319885,128.2984924,95.59980011,0,0,7.929200172,2.625400066,1,0.27570802,0.7495052
5209.5,76.28980255,145.8289948,118.6351013,0,0,5.025800228,2.660599947,1,0.239099994,0.6967885
5210,72.40670013,132.8099976,106.2162018,0,0,5.164199829,2.812999964,1,0.279150009,0.9718455
5210.5,60.46879578,114.7891998,77.11799622,0,0,12.99349976,2.733299971,1,0.199891001,0.6801791
5211,66.78289795,127.0184021,88.42549896,0,0,11.30319977,2.773099899,1,0.205037996,0.7385454
5211.5,67.61930084,128.4253998,88.65830231,0,0,6.866099834,2.72420001,1,0.205611989,0.6843193
5212,72.26039887,133.6522064,96.38529968,0,0,6.564499855,2.736500025,1,0.262407005,0.8422951
5212.5,69.25499725,131.8350983,92.96269989,0,0,8.283499718,2.71690011,1,0.269915015,0.8390092
5213,68.97540283,129.2557983,97.37950134,0,0,8.055800438,2.704099894,1,0.23576799,0.7378744
5213.5,66.24859619,126.3635025,93.69809723,0,0,4.701399803,2.750099897,1,0.230513006,0.7769326
5214,71.32230377,133.6145935,113.9870987,0,0,3.601500034,2.765100002,1,0.230160996,0.7931205
5214.5,65.63970184,122.1240006,81.62539673,0,0,8.807999611,2.725500107,1,0.209381998,0.6953564
5215,68.35690308,121.4921036,93.34940338,0,0,10.84319973,2.815900087,1,0.223083988,0.8330258
5215.5,64.98619843,123.6183014,75.65899658,0,0,7.464099884,2.709800005,1,0.234632,0.7414854
5216,80.35549927,151.1118012,113.0828018,0,0,4.942599773,2.692800045,1,0.262569994,0.7929482
5216.5,72.48169708,137.8578033,109.3570023,0,0,7.262599945,2.676599979,1,0.342784017,0.9778366
5217,75.14060211,139.5704041,100.7033005,0,0,5.625500202,2.665199995,1,0.279880017,0.8054
5217.5,70.36699677,133.8948975,109.978302,0,0,9.210599899,2.762599945,1,0.250021011,0.8406171
5218,75.29889679,138.3179016,94.709198,0,0,5.698800087,2.75699997,1,0.214478001,0.7441423
5218.5,66.75319672,129.3796997,92.87349701,0,0,8.724599838,2.792500019,1,0.232675001,0.830693
5219,66.50440216,123.6044006,91.21070099,0,0,9.651399612,2.792200089,1,0.28334102,0.9587851
5219.5,63.03179932,113.8254013,123.2506027,0,0,7.233799934,2.792399883,1,0.222808987,0.8055695
5220,63.33440018,112.3335037,105.3551025,0,0,13.58679962,2.818000078,1,0.215291992,0.8156649
5220.5,60.64519882,111.1730042,108.6717987,0,0,33.2478981,2.994399786,1,0.195030987,0.965167
5221,55.1576004,103.9490967,71.64099884,0,0,149.4718933,2.931200028,1,0.205000997,0.9184761
5221.5,57.54439926,100.8853989,77.86190033,0,0,313.6225891,2.841599941,1,0.180911005,0.7553849
5222,54.57459641,98.28170013,73.69789887,0,0,273.0125122,2.795799971,1,0.16523701,0.6635016
5222.5,55.50170136,97.91600037,69.80149841,0,0,72.08599854,2.780100107,1,0.118823007,0.5279694
5223,58.74769592,98.30889893,77.89369965,0,0,65.69529724,2.721699953,1,0.092530005,0.3948204
5223.5,57.11209869,96.22850037,63.60929871,0,0,110.756897,2.709599972,1,0.095408,0.3883379
5224,51.66090012,90.6785965,34.24720001,0,0,89.60780335,2.676399946,1,0.055556998,0.2495154
5224.5,55.5306015,86.56089783,52.4919014,0,0,87.40830231,2.75699997,1,0.057779003,0.3469251
5225,57.58520126,89.62580109,41.01679993,0,0.026758783,82.06839752,2.606699944,0.621356,0.076090001,0.222199
5225.5,56.72880554,90.43280029,65.69599915,0,0.004405521,108.9803009,2.657799959,1,0.079102002,0.2880204
5226,62.90679932,104.452301,34.78179932,0,0,70.77140045,2.669100046,1,0.062939003,0.2599158
5226.5,56.54370117,94.12650299,53.04650116,0,0,125.7354965,2.71239996,1,0.056779999,0.2936078
5227,55.21870041,92.95410156,35.87319946,0,0,180.2445068,2.701900005,1,0.051852003,0.2691598
5227.5,54.34920502,92.31729889,39.53120041,0,0,222.534195,2.704299688,1,0.054037999,0.2774335
5228,52.48099899,91.72730255,40.63769913,0,0.015074559,167.7205048,2.628200054,0.6563359,0.047705002,0.1747273
5228.5,52.48799896,94.06359863,44.53350067,1,0.060562,67.01629639,2.345999956,0.5704986,0.060562,0
5229,60.81240082,91.1809082,48.00460053,0,0.002274677,157.7147064,2.661000013,1,0.065586999,0.257405
5229.5,57.30830002,97.11750031,34.56230164,0,0,23.35250092,2.704999924,1,0.067910001,0.3133951
5230,59.2226944,100.1688995,81.04250336,0,0,35.31409836,2.768100023,1,0.087159999,0.4340425
5230.5,58.92219925,102.8133011,75.7059021,0,0,29.54579926,2.72300005,1,0.121808998,0.4705203
5231,59.51309967,103.5824966,84.48999786,0,0,29.07010078,2.784399986,1,0.126539007,0.5524249
5231.5,62.67589951,104.606102,95.58070374,0,0,19.54380035,2.715800047,1,0.122189999,0.4632876
5232,56.50159836,96.2256012,60.59730148,0,0,46.22710037,2.770600081,1,0.106878996,0.4868751
5232.5,58.49980164,97.68579865,68.9598999,0,0,34.20840073,2.758300066,1,0.105035,0.468195
5233,56.80739975,98.03040314,61.88420105,0,0,47.7173996,2.7579,1,0.10509,0.4678789
5233.5,57.33649826,97.67549896,66.64559937,0,0,45.3268013,2.741100073,1,0.099721,0.4351393
5234,60.28210068,97.55419922,71.64209747,0,0,27.0720005,2.708499908,1,0.098866999,0.3958535
5234.5,58.88890076,96.97899628,80.07990265,0,0,29.97850037,2.691400051,1,0.116153002,0.4202008
5235,58.47969437,98.5236969,70.40399933,0,0,30.95619965,2.722599983,1,0.107822001,0.434609
5235.5,58.52740097,98.34069824,70.44660187,0,0,36.94720078,2.720999956,1,0.107476994,0.4319125
5236,59.76440048,102.1968002,81.20459747,0,0,27.97590065,2.744999886,1,0.107418001,0.4590911
5236.5,59.17760086,102.8144989,77.16000366,0,0,35.86579895,2.736799955,1,0.104554996,0.4424966
5237,57.21250153,98.35089874,59.44720078,0,0,31.1201992,2.72149992,1,0.103697993,0.4229024
5237.5,60.93360138,103.9947052,87.63690186,0,0,15.42510033,2.753999949,1,0.108955003,0.4732354
5238,58.19879913,101.2807999,71.23770142,0,0,43.12939835,2.750400066,1,0.130158991,0.5228864
5238.5,58.88270187,97.57520294,78.69090271,0,0,36.92050171,2.754699945,1,0.110053994,0.4768183
5239,56.40370178,96.27919006,56.61650085,0,0,82.72409821,2.72939992,1,0.084172003,0.3824014
5239.5,54.40969849,95.71600342,49.51309967,0,0,165.4355011,2.767999888,1,0.077567004,0.4096111
5240,54.40719986,93.61799622,53.8742981,0,0,192.0724945,2.757499933,1,0.080884002,0.4060634
5240.5,54.52930069,94.7417984,57.98830032,0,0,102.4299011,2.772300005,1,0.083978996,0.4307614
5241,56.96149826,96.30529785,75.04250336,0,0,58.11899948,2.730900049,1,0.100897998,0.4265084
5241.5,55.29669952,94.69670868,50.59759903,0,0.008640412,82.97519684,2.650000095,0.7076459,0.098436005,0.3281488
5242,60.52949905,97.62660217,72.37680054,0,0.007365629,31.87730026,2.651000023,1,0.079259999,0.280678
5242.5,62.46989822,99.45980072,61.53390122,0,0.013321213,46.65169907,2.639199972,0.8883337,0.096301004,0.3104389
5243,56.50019836,95.79979706,52.10290146,0,0,132.5003052,2.669500113,1,0.067722,0.2724958
5243.5,56.35229874,94.00389862,44.18009949,0,0.001199111,132.6121063,2.66079998,1,0.049548,0.2165198
5244,55.33779907,88.03489685,49.01480103,0,0.022521906,73.43389893,2.613300085,0.7921476,0.057751004,0.1832268
5244.5,59.04710388,94.78559876,53.62129974,0,0.025339525,62.43289948,2.6098001,0.7295154,0.075545996,0.2243501
5245,58.8669014,99.16400147,73.15940094,1,0.042950392,50.64179993,2.571799994,0.6463335,0.074258,0.1778154
5245.5,59.43159866,97.32859802,65.88659668,1,0.055118781,37.38150024,2.546200037,0.6158251,0.090930998,0.1909298
5246,61.50799942,91.78359985,45.72230148,0,0.000940815,80.81109619,2.665899992,1,0.079903998,0.2992767
5246.5,57.46039963,95.47319794,60.67300034,0,0.026758146,54.07799912,2.607000113,0.7554391,0.078310996,0.2281708
5247,58.44290161,93.42379761,58.60390091,0,0.015661497,107.2677994,2.633300066,0.5877088,0.090060994,0.287903
5247.5,60.50019836,95.37020111,56.53480148,0,0.011178065,120.1953964,2.637900114,0.8163607,0.051236,0.1947233
5248,62.97969818,102.5774002,32.31230164,0,0,821.1491699,2.671299934,1,0.054910999,0.2420706
5248.5,53.12580109,91.31199646,35.65829849,0,0,331.605896,2.681400061,1,0.036997002,0.208161
5249,51.62779999,91.59950256,76.52619934,0,0.014152186,69.63549805,2.629600048,1,0.042714,0.1636697
5249.5,56.34420013,94.49869537,46.29629898,0,0.01445058,78.26580048,2.633599997,0.8066825,0.069991,0.237369
5250,62.92589951,97.17829895,46.13899994,0,0,90.23280335,2.67689991,1,0.061532002,0.2652307
5250.5,57.24330139,95.78019714,54.90930176,0,0.004023328,75.18450165,2.656800032,1,0.064704001,0.2503842
5251,58.78960037,95.45700073,49.09930039,0,0,52.42699814,2.67140007,1,0.068766996,0.2773082
5251.5,54.42470169,92.13800049,40.81200028,0,0,109.8812027,2.671700001,1,0.044408999,0.2159045
5252,58.78609848,95.8536911,77.00839996,0,0.021661963,32.9496994,2.615999937,1,0.062026002,0.1971377
5252.5,63.08140564,99.081604,55.68709946,0,0.011568479,42.83599854,2.640000105,1,0.068756998,0.2415286
5253,60.37559891,95.92459869,47.62440109,0,0,98.55580139,2.701699972,1,0.045303002,0.2523309
5253.5,57.42590332,95.94760132,62.9612999,0,0,58.56380081,2.679500103,1,0.063987002,0.2744147
5254,56.92890167,93.16899109,50.32929993,0,0,67.06330109,2.671000004,1,0.048498999,0.2254752
5254.5,56.99639893,95.25128937,58.94860077,0,0,32.56240082,2.681099892,1,0.069942996,0.2913342
5255,60.46680069,96.08580017,78.00810242,0,0,48.15579987,2.671200037,1,0.057954002,0.2496705
5255.5,58.53350067,96.32839966,66.56330109,0,0,31.62940025,2.675699949,1,0.069826998,0.2848914
5256,58.48720169,96.12519836,77.18689728,0,0,77.4190979,2.701499939,1,0.037564002,0.2324855
5256.5,53.36059952,91.31809998,43.31909943,0,0,102.3873978,2.691999912,1,0.047111001,0.2458688
5257,56.48389816,91.22441101,51.75859833,0,0,65.8615036,2.700999975,1,0.056613997,0.2802062
5257.5,56.49649811,94.00830078,79.50140381,0,0.006887209,38.69200134,2.650700092,1,0.068362996,0.2527136
5258,58.39110184,105.4279022,51.35079956,0,0,46.39989853,2.700799942,1,0.080031008,0.3393383
5258.5,56.65599442,99.56020355,70.5019989,0,0.01621972,10.28040028,2.636699915,1,0.164353013,0.4800976
5259,70.33969879,112.1912994,113.652298,0,0,24.61540031,2.718800068,1,0.076866999,0.3518141
5259.5,58.51679993,98.87840271,69.56040192,0,0,50.19670105,2.807499886,1,0.089465998,0.4847516
5260,55.59740448,102.7853012,64.65540314,0,0.000152238,18.91629982,2.669899941,1,0.105026998,0.3675158
5260.5,62.48669815,104.3557968,92.09960175,0,0,34.00450134,2.826100111,1,0.158258006,0.6803125
5261,56.51860046,97.07340241,91.78649902,0,0,26.87549973,2.947400093,1,0.090573996,0.646861
5261.5,56.4681015,83.79270172,123.8314972,0,0.017139133,30.95409966,2.629199982,1,0.083104998,0.2656016
5262,56.51810074,86.73799896,88.99330139,0,0.01503209,33.47990036,2.633500099,1,0.079187006,0.2605663
5262.5,61.29000473,104.9016037,112.9830017,0,0.011233006,36.22029877,2.640000105,1,0.063689001,0.2286817
5263,56.81169891,84.63480377,68.74530029,0,0.02954226,65.83660126,2.599499941,0.6944633,0.069295004,0.1967759
5263.5,60.54320145,90.8003006,108.3775024,0,0.014667258,20.91010094,2.63560009,1,0.090572998,0.2918199
5264,65.60829926,112.0120087,171.2657013,1,0.042720638,23.24040031,2.573899984,0.8636885,0.096906006,0.2376171
5264.5,68.48120117,106.5469971,79.51239777,1,0.056279838,23.2908001,2.544100046,0.7792861,0.088060997,0.1812634
5265,64.89099884,99.17829895,46.17959976,1,0.063681267,42.11529923,2.528700113,0.5861954,0.065252997,0.1059118
5265.5,62.42769623,94.5699997,27.29680061,1,0.064480998,51.10139847,2.523799896,0.5322163,0.064480998,0.09837511
5266,63.04059982,98.12139893,37.16910172,1,0.068914339,42.37900162,2.518300057,0.529835,0.078747004,0.1282756
5266.5,64.34829712,98.12320709,40.2845993,1,0.061571565,47.72629929,2.532900095,0.5427074,0.075006999,0.1354197
5267,63.33990097,98.03839874,40.96910095,1,0.051667135,22.15719986,2.554399967,0.8068942,0.097152002,0.2160365
5267.5,63.45199966,99.2786026,120.4860992,1,0.042267039,7.625100136,2.575200081,1,0.099875003,0.2466237
5268,63.85499954,96.27400208,55.05179977,1,0.063005999,10.5866003,2.496599913,1,0.063005999,0.06366421
5268.5,63.15750122,96.75520325,37.45159912,1,0.082812533,27.11759949,2.49090004,0.5763406,0.085016005,0.1129672
5269,66.29540253,99.09700012,26.98360062,1,0.074528001,20.47100067,2.479599953,0.7645498,0.074528001,0.07351398
5269.5,64.59449768,98.06519318,20.0802002,1,0.069191001,20.87940025,2.447099924,0.8676995,0.069191001,0.02297824
5270,64.41400147,96.69049835,22.17639923,1,0.061772,21.7378006,2.460700035,0.9538577,0.061772,0.01965787
5270.5,62.97999954,96.22799683,35.24969864,1,0.079048999,23.2140007,2.493400097,0.6584285,0.079048999,0.1006882
5271,64.44539642,97.40310669,42.8105011,1,0.059532087,26.32029915,2.537100077,0.6933286,0.094958998,0.1907785
5271.5,61.69469833,96.58329773,46.12170029,1,0.048432782,32.82690048,2.561800003,0.6749138,0.100579999,0.2331524
5272,62.43600082,98.01470184,73.39399719,0,0.023187324,25.93619919,2.617000103,1,0.096018001,0.2844431
5272.5,63.10960007,103.6978073,43.22460175,1,0.066166177,54.05590057,2.523799896,0.4913742,0.072777003,0.1194047
5273,63.07860184,97.08119965,33.38819885,1,0.06577082,71.89250183,2.524399996,0.4111682,0.084188998,0.1490164
5273.5,62.27920151,95.76689911,30.2682991,1,0.054937147,57.84329987,2.546099901,0.5513896,0.064159006,0.1229513
5274,60.63940048,94.01989746,38.67879868,1,0.048221134,65.92749786,2.559400082,0.5776043,0.056651,0.1190638
5274.5,58.25999451,85.10939789,45.2723999,1,0.065174788,74.98390198,2.525700092,0.4127233,0.078594998,0.1363165
5275,61.19829941,98.1026001,56.59280014,0,0.039943971,62.85729981,2.578399897,0.5770112,0.083128005,0.2078151
5275.5,61.42229843,99.02809906,48.45510101,0,0.02375105,73.51270294,2.614099979,0.6646603,0.081220999,0.2436318
5276,60.4306984,96.07759094,44.12269974,1,0.046207957,60.13899994,2.56340003,0.6253986,0.054938998,0.1192787
5276.5,62.34189987,97.92549896,56.15280151,0,0.011496458,37.22249985,2.641799688,1,0.081352994,0.2755074
5277,60.45750046,98.05460358,109.7898026,0,0.033916961,51.88869858,2.59100008,0.702645,0.077756003,0.2085451
5277.5,56.57500076,88.14859772,49.77959824,0,0.038980283,40.1507988,2.580199957,0.7391537,0.080642007,0.203563
5278,64.77300263,97.98480225,45.63100052,0,0.026665516,33.45959854,2.610800028,0.798559,0.113623999,0.3220128
5278.5,58.54140091,95.88259888,105.8520966,1,0.053923301,46.77830124,2.548199892,0.6013722,0.071645998,0.1443214
5279,56.86230087,96.05589294,68.71820068,1,0.045729935,57.76839829,2.564500094,0.6314437,0.058412001,0.129335
5279.5,64.52429962,96.19719696,41.59030151,1,0.052025087,22.07819939,2.552000046,0.905759,0.068463996,0.1405824
5280,67.16079712,102.1668015,59.22510147,0,0.005373027,5.395299912,2.655800104,1,0.081169002,0.2909829
5280.5,67.8993988,104.2549973,132.2794037,1,0.072329298,30.66570091,2.510799885,0.565293,0.099812001,0.1731331
5281,69.08139801,104.7164993,81.33360291,1,0.065687731,41.58789825,2.523499966,0.5220863,0.095158994,0.1757994
5281.5,65.70950317,104.4167023,70.57029724,1,0.045070983,50.0632019,2.570199966,0.539885,0.111887001,0.2713794
5282,64.45780182,97.44560242,94.14810181,0,0.030358542,60.33269882,2.600199938,0.6450163,0.088224001,0.2455561
5282.5,61.16799927,98.34179688,99.39199829,0,0.011412214,97.98560333,2.639400005,0.8114687,0.0625,0.2249843
5283,58.4407959,92.07530212,64.55490112,1,0.047455762,116.5766983,2.561100006,0.4287033,0.061551999,0.133423
5283.5,51.89670181,85.67890167,35.61460114,0,0.023499468,201.3213959,2.608999968,0.5011895,0.049461998,0.1573185
5284,62.8512001,102.0657044,27.59790039,0,0.038152236,84.77310181,2.579999924,0.5697856,0.060656,0.1526726
5284.5,52.73970032,84.32510376,68.34770203,1,0.068613909,48.86040115,2.51880002,0.4876934,0.083098002,0.1398742
5285,59.90029907,94.19869232,68.01200104,1,0.045233443,50.60829926,2.567800045,0.5836202,0.091450997,0.2168434
5285.5,64.94660187,111.9024963,62.57180023,1,0.051153999,67.74839783,2.536799908,0.5823643,0.051153999,0.0793952
5286,64.40640259,113.3991013,79.90119934,0,0.025684267,61.90019989,2.608500004,0.7459766,0.071813002,0.2134069
5286.5,58.50590134,97.81310272,95.96479797,1,0.040954571,55.41009903,2.575000048,0.6336157,0.074491002,0.1820498
5287,58.75479889,85.69249725,87.3199997,0,0.035278559,66.74069977,2.588399887,0.5990601,0.080867998,0.213473
5287.5,69.8361969,120.5214996,160.2855072,0,0.01159307,50.0746994,2.642499924,0.9188388,0.089856997,0.2978615
5288,61.8647995,111.2593994,136.4476013,0,0.004871722,106.899498,2.651799917,1,0.047666002,0.201501
5288.5,57.56100082,104.225296,91.80549622,0,0.030486818,115.6409988,2.59559989,0.5636085,0.055145003,0.1564661
5289,59.56639862,100.2358017,106.0549011,0,0.031229556,60.58269882,2.595299959,0.7184895,0.066553995,0.1850452
5289.5,65.87439728,112.172699,63.86589813,0,0.03611004,42.09820175,2.586899996,0.7365701,0.083514996,0.218475
5290,61.95470047,106.0658035,53.8526001,0,0,56.21310043,2.675199986,1,0.107639,0.380172
5290.5,60.29990006,93.86599731,52.15599823,1,0.057916112,32.40069962,2.540199995,0.6967544,0.070037,0.1311334
5291,66.74729919,120.0418015,72.02410126,1,0.064709872,9.30189991,2.526599884,1,0.079894997,0.1406364
5291.5,67.53350067,120.2440033,116.7276993,1,0.045290824,7.453100205,2.568200111,1,0.096197002,0.2293296
5292,64.7881012,106.7370987,76.58789825,1,0.049476262,46.31000137,2.557100058,0.6522459,0.065500997,0.1388787
5292.5,67.13980103,123.6983032,65.04199982,0,0,155.5552063,2.67140007,1,0.046583999,0.2210764
5293,60.93270111,113.6937027,63.87310028,0,0.016097587,105.7996979,2.626499891,0.787452,0.050678,0.1803277
5293.5,58.49940109,103.7602997,61.17340088,0,0.027632006,58.71689987,2.604599953,0.7302518,0.075002998,0.2170523
5294,61.07770157,105.4942017,69.4280014,0,0.021500757,96.9036026,2.613399983,0.7505061,0.049303997,0.1619281
5294.5,58.6568985,106.5131989,69.83029938,0,0.015736269,272.7789002,2.628099918,0.5135828,0.045642,0.1693838
5295,54.74660111,102.9918976,101.7518005,0,0.03602431,148.2664032,2.584399939,0.4424537,0.06123,0.1591378
5295.5,57.19789887,97.84519959,106.8450012,0,0.027190499,89.07749939,2.601700068,0.684172,0.053946,0.1603728
5296,58.48249817,95.93891144,87.81759644,0,0.014893703,58.44319916,2.630500078,1,0.057105999,0.2011769
