DEPT,ECGR,RD,TNPH,RHOB,DTCO,DTSM
4848,119.1160965,4.303800106,0.362722009,2.742199898,77.14929962,146.1089935
4848.5,127.1567993,4.429200172,0.376430005,2.760699987,74.50309753,144.2033997
4849,127.0356979,4.798699856,0.362825006,2.734600067,69.8246994,139.5205994
4849.5,110.2375031,5.218200207,0.333284974,2.735300064,74.34649658,139.8079987
4850,118.8025971,5.722499847,0.355271995,2.738500118,74.7574997,143.9622955
4850.5,108.1827011,5.670400143,0.369099021,2.73939991,78.10579681,151.5455017
4851,121.8756027,4.70690012,0.364697009,2.742500067,74.55169678,143.368103
4851.5,112.1657028,4.341400147,0.343567014,2.712199926,76.30690002,148.0966034
4852,100.8050003,5.048999786,0.361960977,2.730999947,77.67870331,153.1687927
4852.5,108.2531967,3.962500095,0.413699985,2.836199999,76.2039032,149.9766998
4853,117.7873001,4.361499786,0.409359008,2.785099983,78.43119812,155.7364044
4853.5,129.1625061,3.825299978,0.409364015,2.736900091,79.0326004,154.7595062
4854,118.6006012,3.695300102,0.390805006,2.744800091,77.8667984,151.2934113
4854.5,127.5474014,4.049900055,0.372246027,2.752799988,78.18890381,151.7473145
4855,131.2828064,4.320099831,0.373240024,2.75180006,76.13929749,145.6000977
4855.5,132.1529999,4.720099926,0.363389015,2.757499933,74.52909851,142.6985016
4856,130.2028961,4.777500153,0.357919008,2.743400097,76.05500031,152.5626984
4856.5,130.6835938,4.836999893,0.371565998,2.728600025,82.66960144,169.3663025
4857,124.3772965,4.71969986,0.390704006,2.717099905,86.00250244,165.8851013
4857.5,116.5389023,3.272599936,0.384327024,2.717000008,79.82510376,151.8144074
4858,90.80039978,1.955500007,0.335892975,2.709800005,73.57440186,139.6643982
4858.5,69.07929993,4.076900005,0.228316009,2.688800097,67.98690033,123.8274002
4859,85.43319702,6.458300114,0.201506004,2.712800026,70.00849915,129.3067932
4859.5,91.97570038,10.13469982,0.235835001,2.719799995,74.46749878,138.5198059
4860,100.7946014,7.195600033,0.28343299,2.699599981,76.75209808,144.4375
4860.5,109.1820984,6.002299786,0.294299007,2.688199997,77.55950165,141.6484985
4861,94.70580292,5.275300026,0.285899997,2.698299885,74.62110138,137.6540985
4861.5,98.4367981,4.974999905,0.282386005,2.703700066,76.09960175,144.5861969
4862,103.8402023,5.000699997,0.310420007,2.713000059,76.82609558,145.4060974
4862.5,102.9326019,4.663700104,0.301842988,2.706899881,76.93721008,145.3923035
4863,86.86569977,4.569300175,0.303861022,2.88199997,70.16649628,131.9532013
4863.5,91.47609711,4.433000088,0.270395994,2.684499979,77.56030273,147.8816071
4864,87.16030121,6.712299824,0.332953006,2.684200048,79.16239929,153.2299042
4864.5,100.5039978,3.997699976,0.298707992,2.70600009,78.03279877,144.4927979
4865,81.38439941,3.941200018,0.266243994,2.708800077,76.38780212,139.9877014
4865.5,87.64790344,4.738200188,0.278616995,2.733700037,74.96589661,138.6607971
4866,97.26670075,5.304900169,0.296047986,2.693599939,78.08969879,147.0581055
4866.5,105.4281998,4.764999867,0.308934003,2.707700014,77.15910339,144.5856018
4867,102.7823029,4.145100117,0.290007979,2.692300081,78.80290222,146.6947022
4867.5,97.02140045,4.767399788,0.313549012,2.721699953,74.54070282,138.2700958
4868,90.62310028,3.992599964,0.295340002,2.758500099,75.83110046,147.6739044
4868.5,106.2524033,5.255199909,0.340312988,2.709399939,80.61260223,155.0639038
4869,107.2544022,3.855900049,0.323092997,2.720400095,76.78479767,146.8964996
4869.5,107.7249985,3.635299921,0.30993098,2.704999924,79.69509888,150.9338989
4870,96.06659699,4.673799992,0.317386001,2.812599897,74.9449997,145.1900024
4870.5,99.67230225,3.828500032,0.353779972,2.745599985,78.32929993,153.0422058
4871,101.0659027,3.919399977,0.31141001,2.71510005,77.80091095,147.0738983
4871.5,80.82720184,4.011499882,0.253012002,2.714999914,71.09750366,134.0305023
4872,87.82779694,4.934899807,0.251753002,2.784399986,70.85829926,141.5075073
4872.5,86.93589783,5.287700176,0.279085994,2.701200008,77.55950165,147.271698
4873,97.75740051,5.927999973,0.297800988,2.703099966,78.76460266,149.8975067
4873.5,95.29859924,4.834199905,0.316514999,2.704900265,79.99420166,154.2716217
4874,109.055397,4.389400005,0.347160995,2.760699987,78.61370087,156.364502
4874.5,102.5943985,4.517199993,0.353399009,2.75909996,80.08670044,156.9721069
4875,92.10489655,3.871400118,0.346673012,2.699700117,80.52880096,157.059906
4875.5,101.3507996,3.9381001,0.329541028,2.69630003,79.70899963,153.309906
4876,100.8988037,3.798199892,0.328093976,2.754100084,74.728302,145.5747986
4876.5,87.7677002,3.949300051,0.350707024,2.750499964,79.45850372,157.6166992
4877,98.88069916,5.33920002,0.333474994,2.7026999,79.90110016,154.5330048
4877.5,93.81159973,3.4296,0.331982017,2.788500071,75.60250092,146.4221954
4878,110.7973023,3.812299967,0.33454898,2.696399927,79.74389648,153.2044983
4878.5,99.54560089,4.471799851,0.324334979,2.763499975,76.00050354,148.7492981
4879,98.07879639,3.638499975,0.341994017,2.708899975,80.12969971,158.4797211
4879.5,102.7226028,4.31580019,0.346510023,2.869699955,76.94840241,150.7982025
4880,105.9616013,3.221600056,0.331698984,2.726200104,77.91889954,151.256012
4880.5,85.5644989,4.348100185,0.29380399,2.751699925,74.5796051,143.3744049
4881,92.26930237,3.827199936,0.300711006,2.756000042,75.08730316,144.9255981
4881.5,92.23049927,4.628099918,0.302646995,2.768699884,75.36859894,146.8621063
4882,98.16529846,4.086999893,0.304446995,2.743599892,76.65660095,149.4494019
4882.5,96.53099823,4.134399891,0.310092002,2.76760006,76.23700714,150.1130981
4883,94.66040039,3.870300055,0.315737993,2.791599989,76.23400879,149.1921997
4883.5,84.00440216,3.920000076,0.314152002,2.749300003,75.3513031,149.0838013
4884,83.5177002,3.646500111,0.320839018,2.741400003,78.49939728,154.7705994
4884.5,90.74680328,4.266300201,0.341591001,2.749700069,78.64530945,155.722702
4885,97.32710266,3.550100088,0.331847996,2.765599966,77.17710114,151.2917023
4885.5,93.08070374,3.296200037,0.33011502,2.763299942,77.48120117,150.346695
4886,81.02639771,3.724400044,0.335088015,2.76760006,76.45469666,147.6367035
4886.5,77.70469666,3.329600096,0.318190008,2.781199932,75.66240692,147.733902
4887,84.25530243,3.222700119,0.298838019,2.773699999,74.89240265,145.0005035
4887.5,79.59570313,3.680500031,0.292055994,2.756799936,75.88179779,146.0498962
4888,91.27300263,4.034800053,0.310687006,2.774100065,76.1576004,147.1761932
4888.5,106.4220963,3.672600031,0.327825993,2.742899895,77.14089966,148.283493
4889,88.2723999,3.89470005,0.321918994,2.738300085,76.52400208,147.227005
4889.5,80.62519836,4.038700104,0.287560999,2.752000094,73.49919891,141.8031006
4890,79.47609711,4.110799789,0.300235003,2.806099892,73.28890228,141.4886017
4890.5,93.00330353,4.654399872,0.308274001,2.765799999,77.24499512,150.5101929
4891,96.98059845,4.38740015,0.314228982,2.761600018,76.45159912,145.7776032
4891.5,91.24079895,3.819299936,0.295215011,2.763999939,77.23190308,147.4302063
4892,93.82460022,4.229499817,0.293246985,2.814500094,71.05310059,135.9152069
4892.5,92.33049774,2.95720005,0.275341004,2.761300087,76.92559815,148.7066956
4893,97.67160034,3.459300041,0.308458984,2.743299961,75.75180054,149.0379028
4893.5,107.0241013,3.42779994,0.328511,2.759999991,80.08499908,153.7559052
4894,100.7685013,3.136600018,0.316751987,2.754300118,82.85479736,167.1869049
4894.5,117.5195007,3.649800062,0.373580009,2.748800039,85.31069946,162.8173981
4895,99.90789795,2.82069993,0.159640998,2.77850008,63.81159973,119.395401
4895.5,38.43460083,2.840399981,0.083701,2.711100102,61.89410019,99.81610107
4896,45.05699921,22.30789948,0.079313003,2.691200018,57.37329865,96.03829956
4896.5,37.01100159,36.76279831,0.073305994,2.75270009,56.93130493,93.89060211
4897,57.88800049,43.92240143,0.091544002,2.759399891,58.92849731,95.80599976
4897.5,72.96450043,30.01799965,0.099666007,2.749599934,60.51350021,98.76229096
4898,65.87519836,31.13100052,0.110122003,2.697700024,60.82229996,100.2700958
4898.5,46.5945015,23.89839935,0.106387995,2.744699955,60.34030151,99.88279724
4899,52.15100098,27.12050057,0.112695999,2.742199898,60.10290146,100.1792984
4899.5,65.2806015,11.8448,0.103365004,2.753499985,60.8987999,103.1903
4900,65.84660339,14.29049969,0.118327998,2.727499962,60.91770172,102.3666992
4900.5,73.80609894,11.69810009,0.111443996,2.719899893,62.05410385,102.6300964
4901,44.55070114,13.56739998,0.100649007,2.728499889,59.16640091,99.16519928
4901.5,54.14390183,13.40260029,0.105210997,2.729599953,61.08390045,103.1903992
4902,49.43209839,21.30520058,0.109772995,2.730600119,59.79919815,101.1875992
4902.5,58.11420059,10.27880001,0.114167005,2.745899916,63.11410141,105.004097
4903,68.09400177,15.92070007,0.130961001,2.687799931,62.82020187,105.0214996
4903.5,74.31620026,9.650799751,0.122584999,2.71359992,62.70890045,104.7087021
4904,67.65540314,10.55370045,0.119416997,2.729099989,61.67050171,103.3608017
4904.5,73.42220306,11.38650036,0.114412002,2.754800081,63.27089691,105.8277969
4905,56.68320084,16.03590012,0.130638003,2.753400087,62.92879868,105.0868988
4905.5,71.10649872,9.732700348,0.129363,2.74729991,64.20929718,107.6427994
4906,61.63710022,12.88119984,0.123254992,2.765700102,60.82360077,104.0109024
4906.5,69.16290283,15.10400009,0.112890996,2.765100002,59.75689697,99.75
4907,70.36229706,12.59370041,0.098605007,2.756799936,61.59329987,101.5367966
4907.5,71.19529724,26.22500038,0.097884998,2.745399952,59.30609894,98.95040131
4908,58.73690033,15.70950031,0.088134006,2.752000094,60.2737999,98.95469666
4908.5,65.47669983,27.37030029,0.09392,2.742599964,60.51819992,99.49130249
4909,72.51139832,23.28190041,0.095357999,2.718199968,61.8504982,99.70800018
4909.5,62.06330109,13.69979954,0.097218998,2.698400021,61.57170105,99.93749237
4910,59.65240097,27.33589935,0.105544999,2.758100033,61.520401,99.46640015
4910.5,75.85369873,14.35579968,0.093719997,2.737699986,60.96220017,100.3220978
4911,52.90459824,15.34729958,0.087912999,2.747499943,58.53499985,97.11730194
4911.5,56.27209854,39.3484993,0.077086002,2.717700005,60.3681984,98.90519714
4912,89.82610321,24.79260063,0.090032995,2.718600035,62.43920517,101.6115036
4912.5,67.88379669,15.00839996,0.094708003,2.737499952,62.29370117,102.3976975
4913,65.69400024,21.94750023,0.113107994,2.716599941,63.30080032,102.5526962
4913.5,52.25910187,10.20259953,0.095881008,2.755700111,58.40570068,98.18689728
4914,62.79069901,21.11459923,0.097126998,2.780100107,58.9788971,100.9148026
4914.5,67.48799896,25.86720085,0.098233998,2.740200043,59.54740143,99.48639679
4915,51.79710007,27.20750046,0.111552,2.764600039,58.09180069,97.79989624
4915.5,70.86540222,18.19179916,0.082667001,2.735500097,60.52930069,100.8599014
4916,64.19709778,33.07709885,0.101558,2.74090004,60.02259827,98.21520233
4916.5,56.95959854,20.63030052,0.082938999,2.740099907,56.85029984,95.88009644
4917,74.9151001,27.6909008,0.073918998,2.711699963,61.83959961,100.3869019
4917.5,45.84889984,26.88999939,0.078225002,2.710199833,58.28699875,96.69039917
4918,52.19829941,20.80439949,0.074900001,2.715699911,60.88909912,98.12650299
4918.5,84.14440155,46.79610062,0.088899002,2.691900015,62.04100037,101.2024994
4919,39.59389877,14.96430016,0.093974002,2.706199884,58.53030014,96.36119843
4919.5,45.24349976,25.79260063,0.070117995,2.71600008,58.54859924,97.34079742
4920,64.4957962,36.74909973,0.068981998,2.728899956,61.6631012,99.15180206
4920.5,60.06480026,25.19149971,0.084511995,2.719899893,63.19309998,101.9577103
4921,65.85179901,17.38139916,0.100042999,2.710799933,60.14860153,100.1014023
4921.5,60.50590134,13.78800011,0.095294997,2.721199989,59.14009857,97.46779633
4922,89.17099762,35.51910019,0.074745998,2.727300167,62.37779999,100.1636963
4922.5,70.38700104,16.5977993,0.092981994,2.740600109,60.44620514,99.04709625
4923,41.89020157,16.18050003,0.093837999,2.729899883,56.40530014,94.58339691
4923.5,48.00650024,29.41230011,0.073596001,2.759900093,57.20119858,95.71340179
4924,79.30329895,62.93429947,0.064647004,2.744399786,62.11920166,101.3919983
4924.5,82.40589905,16.11720085,0.107062995,2.71600008,61.15269852,100.0696945
4925,101.3460007,15.80169964,0.107840993,2.724600077,61.79230118,101.5485001
4925.5,53.78950119,17.0237999,0.107597999,2.720099926,57.34579849,96.09739685
4926,53.95610046,21.84370041,0.076522999,2.731899977,59.2574997,98.29019928
4926.5,68.80339813,24.69300079,0.08574,2.737299919,62.39009857,100.8189011
4927,81.33599854,27.39940071,0.098176003,2.728300095,62.04140091,101.4502029
4927.5,51.32920075,16.25359917,0.096406005,2.72510004,57.10329819,94.58650208
4928,61.00920105,18.42569923,0.063051999,2.740999937,60.6352005,99.81950378
4928.5,65.92459869,37.74560165,0.080114,2.719399929,58.35290146,97.04620361
4929,52.40259934,17.69980049,0.073050998,2.743499994,59.67760086,97.4151001
4929.5,79.19159699,48.29790115,0.085033998,2.703200102,62.4516983,102.6717987
4930,56.10839844,18.3973999,0.082370006,2.726300001,57.09170151,96.10829926
4930.5,39.09889984,9.059399605,0.079706997,2.7493999,58.3368988,96.22930145
4931,91.30349731,57.95080185,0.079313003,2.731800079,62.98920059,102.0320969
4931.5,56.8913002,23.53800011,0.103346005,2.698999882,57.84069824,97.2602005
4932,57.85029984,16.04739952,0.079537004,2.736700058,57.87990189,96.57540131
4932.5,74.85729981,48.87659836,0.099101998,2.71239996,62.5143013,101.7717972
4933,64.41809845,15.24909973,0.111723006,2.727200031,61.47660065,102.9163971
4933.5,93.17990112,13.5454998,0.117366001,2.722899914,64.95899963,107.2166977
4934,87.67030335,9.60130024,0.134153992,2.737200022,62.92499924,105.026001
4934.5,64.0121994,11.56900024,0.117096007,2.770499945,60.59479904,102.6992035
4935,75.89659882,15.33950043,0.108406998,2.725500107,61.70550156,101.5942917
4935.5,65.14550018,15.8760004,0.106031999,2.71510005,61.29430008,100.1657105
4936,70.56829834,16.45929909,0.096513994,2.735399962,60.26639938,99.51540375
4936.5,52.42129898,15.88739967,0.083414003,2.728899956,59.38470078,99.18859863
4937,53.7181015,37.68000031,0.100489996,2.742899895,61.21279907,100.5438004
4937.5,67.63500214,18.84370041,0.110871002,2.70539999,62.92079544,103.677002
4938,81.73600006,14.92129993,0.123616003,2.716599941,63.15650177,105.0342026
4938.5,81.92829895,13.01990032,0.133576006,2.719899893,65.07929993,110.0373001
4939,87.62519836,12.31389999,0.164638996,2.720299959,67.17559815,113.4600983
4939.5,66.23960114,7.492300034,0.143261999,2.73210001,64.15720367,108.8327026
4940,94.23459625,10.82680035,0.159605995,2.7026999,71.98739624,124.7324982
4940.5,71.07160187,7.117899895,0.178237006,2.747900009,63.65790176,108.4068985
4941,69.0632019,7.316100121,0.135686994,2.735199928,64.90419769,109.1241989
4941.5,85.92179871,10.59809971,0.143788993,2.713500023,65.92669678,110.2282028
4942,74.10929871,12.26720047,0.141233996,2.701100111,66.45110321,113.2954025
4942.5,97.1690979,8.298800468,0.160212994,2.728300095,66.87889862,114.4096985
4943,71.57949829,6.133500099,0.14250499,2.769500017,61.56499863,105.5534973
4943.5,79.50650024,11.24059963,0.140042007,2.757600069,66.04599762,110.6687012
4944,85.74040222,12.27820015,0.152619004,2.721699953,66.61940002,112.3507004
4944.5,71.76439667,8.630399704,0.158509001,2.727300167,65.45800018,110.0449982
4945,70.07980347,10.35830021,0.122776002,2.712599993,64.55719757,105.075798
4945.5,51.19800186,11.46140003,0.112810999,2.746799946,61.97909927,100.6606979
4946,60.94169998,12.85389996,0.115451001,2.71269989,63.85390091,105.5348969
4946.5,69.22499847,13.65789986,0.126542002,2.726599932,64.74430084,105.5603027
4947,51.52830124,8.202599526,0.097475007,2.708600044,60.73239899,98.3010025
4947.5,69.8513031,17.76449966,0.139650002,2.693000078,68.68080139,118.6704025
4948,100.4093018,12.01879978,0.176699996,2.684299946,72.68009949,125.4196014
4948.5,87.36830139,4.740399838,0.167594001,2.729899883,67.53869629,113.8274002
4949,38.49020004,7.47879982,0.103262998,2.72149992,61.69319916,100.778801
4949.5,66.16000366,11.72259998,0.078035995,2.712800026,60.18830109,99.59940338
4950,78.57299805,26.25709915,0.127384991,2.732500076,65.53420258,109.2565994
4950.5,98.16870117,10.00699997,0.155870006,2.723400116,69.96890259,119.7173996
4951,66.20200348,5.230899811,0.185930997,2.718400002,65.91529846,112.3566055
4951.5,64.8411026,9.238300324,0.137235999,2.761600018,63.43239975,106.2659988
4952,54.85359955,10.44229984,0.127145007,2.753099918,62.68280029,103.6858978
4952.5,79.14060211,12.32479954,0.133311003,2.742899895,67.01660156,112.3179932
4953,71.09719849,9.638299942,0.132091999,2.718699932,63.5992012,106.8363037
4953.5,82.5463028,10.51159954,0.129473999,2.747800112,64.35449982,107.973999
4954,83.15640259,11.11550045,0.137382999,2.69810009,65.12830353,107.1996002
4954.5,68.33260346,11.40989971,0.125890002,2.71600008,64.81490326,107.6649017
4955,62.8655014,11.3458004,0.115929,2.737999916,62.89659882,104.2785034
4955.5,75.58300018,11.39249992,0.126637995,2.693799973,64.38739777,105.6911011
4956,60.78839874,10.46829987,0.109599002,2.700599909,62.08710098,103.268898
4956.5,74.64070129,19.46269989,0.121716999,2.769399881,64.16889954,105.7057037
4957,73.02279663,13.07349968,0.120339006,2.717099905,64.05819702,105.3268051
4957.5,71.7602005,14.78829956,0.127662003,2.703000069,64.04650116,106.1850967
4958,70.04769898,12.4406004,0.128666997,2.704999924,65.14929962,107.3662033
4958.5,82.311203,12.02709961,0.124645993,2.705300093,64.53649902,106.6885071
4959,83.82520294,12.55410004,0.148248002,2.702399969,67.07119751,111.9829025
4959.5,72.58820343,8.521800041,0.137341008,2.690000057,65.51909638,110.5707092
4960,47.36970139,9.290499687,0.088793002,2.735599995,58.87210083,102.9380035
4960.5,57.78430176,27.19820023,0.115368001,2.738600016,63.73310089,107.9807968
4961,55.96979904,14.38319969,0.121487998,2.705499888,63.95029831,105.7368012
4961.5,57.15990067,14.88080025,0.111912005,2.714299917,63.06159973,105.5899963
4962,51.0583992,13.04039955,0.098295003,2.706399918,62.46760178,105.7406998
4962.5,26.03759956,12.58810043,0.092578001,2.729599953,56.04970169,101.3462982
4963,30.85680008,25.00180054,0.068354003,2.72149992,58.68519974,102.2452011
4963.5,41.94839859,25.73259926,0.119497001,2.733700037,59.8085022,107.6110001
4964,39.62549973,14.94719982,0.200969994,2.702600002,68.49749756,126.6258011
4964.5,36.64099884,21.69879913,0.259207994,2.705199957,71.46089935,129.8818054
4965,24.5618,32.58160019,0.248026997,2.729700089,67.05770111,124.0217972
4965.5,27.27700043,29.26880074,0.26207,2.696700096,69.34549713,122.782898
4966,26.76759911,17.98699951,0.245113999,2.746299982,66.44219971,118.6247025
4966.5,22.89649963,21.3185997,0.25811702,2.696500063,68.39160156,123.9769974
4967,36.8810997,45.88650131,0.249867007,2.717400074,65.99349976,122.0162964
4967.5,28.46899986,27.44379997,0.229067996,2.741300106,65.94020081,120.7105026
4968,28.05789948,14.92039967,0.259382993,2.710099936,68.13140106,121.936203
4968.5,28.91839981,34.05369949,0.255533993,2.684999943,68.49770355,125.5662003
4969,21.16909981,37.93270111,0.268188983,2.676399946,68.20420075,121.3254013
4969.5,11.69050026,40.70100021,0.243581995,2.691999912,65.38459778,118.2958069
4970,17.68280029,53.92300034,0.243840009,2.753799915,62.89429855,115.3766022
4970.5,20.53009987,128.3345947,0.220685005,2.806400061,53.3003006,97.52330017
4971,25.87299919,224.4817963,0.160762996,2.917299986,51.64459992,92.82720184
4971.5,18.91469955,313.6087036,0.172101006,2.888499975,51.18899918,91.82279968
4972,14.17029953,293.917511,0.195853993,2.843800068,52.83250046,97.53520203
4972.5,23.71089935,106.8312988,0.229813993,2.73270011,59.51689911,109.2141037
4973,27.77490044,56.80659866,0.247654989,2.694999933,63.51530075,117.8952026
4973.5,27.06299973,40.87850189,0.256168008,2.672499895,68.67469788,123.6496964
4974,25.16679955,34.88619995,0.259508014,2.700099945,67.84559631,122.9221954
4974.5,26.79770088,33.57860184,0.247598991,2.702899933,67.67160034,124.8242035
4975,24.85280037,35.2215004,0.252725989,2.684299946,69.40529633,126.2929993
4975.5,27.17160034,40.99039841,0.264503986,2.676300049,69.60679627,131.5471039
4976,31.25419998,39.72589874,0.263285011,2.707299948,70.90390015,128.5684967
4976.5,21.13689995,51.020401,0.271504998,2.6881001,68.63829804,125.357399
4977,23.84490013,37.29380035,0.272859991,2.720099926,65.44660187,122.9492035
4977.5,24.56279945,46.99430084,0.265561998,2.721399784,66.56700134,122.5301971
4978,26.95789909,25.10390091,0.259182006,2.782099962,65.31159973,121.1390991
4978.5,21.55400085,35.3891983,0.266334981,2.759599924,62.36370087,119.223999
4979,23.2840004,48.59220123,0.248962,2.771899939,58.39770126,112.1744003
4979.5,33.56700134,69.81639862,0.247220993,2.744800091,60.48949814,115.7149963
4980,33.83639908,19.29780006,0.251246005,2.682300091,72.53050232,136.3155975
4980.5,27.34539986,10.36159992,0.285118997,2.709599972,74.56529999,137.1434021
4981,34.06769943,13.03929997,0.273250014,2.691099882,64.31079865,119.0809021
4981.5,25.02099991,47.50780106,0.229022011,2.611099958,62.44810104,114.0535965
4982,16.37940025,99.55930328,0.241231009,2.686300039,61.24570084,105.4397965
4982.5,22.80319977,135.7799988,0.232826009,2.707299948,56.37009811,100.8582993
4983,23.40929985,147.7366943,0.215254009,2.752399921,58.97079849,108.0451965
4983.5,24.20949936,136.6667938,0.228871003,2.741899967,65.457901,116.0542984
4984,20.81329918,92.00669861,0.238561988,2.750200033,63.00730133,115.1744995
4984.5,29.53510094,67.91860199,0.27037999,2.782399893,62.30979919,113.8170013
4985,18.96660042,48.59799957,0.252615005,2.720799923,64.5074997,117.6439972
4985.5,30.78219986,36.37879944,0.240046993,2.66050005,67.28710175,123.9781036
4986,30.46629906,35.55609894,0.259277999,2.732899904,68.43769836,124.7141037
4986.5,17.53510094,33.63410187,0.289139986,2.713200092,68.66329956,125.1456909
4987,32.0401001,33.34680176,0.274787009,2.715699911,68.22650147,120.7332993
4987.5,20.98839951,33.54840088,0.25950399,2.724699974,65.94300079,121.1270905
4988,26.63299942,32.84299851,0.249239996,2.692199945,65.33159638,120.2796936
4988.5,34.12659836,33.83850098,0.236469999,2.676100016,65.6740036,120.4686966
4989,28.63579941,33.02740097,0.268011004,2.738199949,64.97869873,118.3685989
4989.5,31.84250069,40.14070129,0.252220988,2.714400053,65.57980347,120.4020996
4990,34.21149826,47.20209885,0.253575981,2.731899977,64.40170288,119.1163025
4990.5,34.13180161,40.83140183,0.242789999,2.76060009,64.31569672,117.3498001
4991,30.22159958,32.99980164,0.241033003,2.578099966,67.21630096,124.4465027
4991.5,21.55699921,31.6996994,0.249379009,2.59739995,67.09929657,124.8618012
4992,27.4090004,30.24419975,0.241602004,2.708199978,68.57119751,123.1231003
4992.5,22.51000023,41.96379852,0.225759998,2.692800045,71.76490021,128.4860992
4993,34.35879898,40.94309998,0.225827992,2.695199966,61.36610031,120.1564026
4993.5,28.63579941,63.4864006,0.228311002,2.748399973,65.09809876,121.5793991
4994,34.7356987,50.29859924,0.239675,2.807199955,68.43569946,127.5954971
4994.5,30.67779923,39.54869843,0.239437014,2.734400034,74.957901,132.281601
4995,26.61059952,55.54579926,0.241844997,2.771199942,69.20829773,124.4430008
4995.5,25.72900009,72.18360138,0.236727014,2.827899933,62.67070007,115.8463974
4996,23.8784008,36.37919998,0.228763014,2.827600002,62.45529938,116.6127014
4996.5,28.36639977,25.37269974,0.261644006,2.78550005,67.88670349,121.2157898
4997,36.69279862,16.53680039,0.260589987,2.731800079,69.56980133,124.7740021
4997.5,44.79729843,11.06970024,0.293644995,2.779599905,68.4552002,124.1425934
4998,44.73540115,5.935800076,0.34739399,2.846399784,70.45510101,128.033905
4998.5,50.22880173,4.456099987,0.367440999,2.865400076,69.12129974,123.495697
4999,28.25779915,21.37940025,0.329966992,2.855499983,64.48930359,105.4060974
4999.5,32.17380142,25.85540009,0.230322003,2.731899977,70.35649872,107.5329971
5000,61.34740067,73.95680237,0.161509991,2.630000114,75.49590302,118.5995026
5000.5,61.0909996,48.72790146,0.157763004,2.533799887,70.48149872,115.1669998
5001,81.09290314,22.55489922,0.19332701,2.668499947,71.70140076,115.8231964
5001.5,83.5196991,20.03030014,0.154844001,2.536499977,65.57569885,108.2527008
5002,17.0659008,15.46529961,0.054036997,2.312200069,64.91940308,104.3244019
5002.5,18.50849915,39.20529938,0.052244,2.332400084,68.75080109,105.8524933
5003,16.95730019,427.3147888,0.049633998,2.321399927,68.53639984,106.2994003
5003.5,11.84119988,594.0396118,0.050444998,2.306499958,68.92939758,105.2851028
5004,17.30940056,540.2000122,0.043974999,2.331500053,69.61299896,106.7692032
5004.5,10.00500011,185.4766998,0.042142,2.302000046,68.19740295,106.157402
5005,17.75359917,147.7630005,0.044229999,2.353499889,66.792099,105.8974991
5005.5,23.43519974,338.9403992,0.059358001,2.374599934,68.79759979,107.1660004
5006,29.53960037,286.4588013,0.073088996,2.402499914,67.93370056,106.3382034
5006.5,29.58139992,283.9236145,0.080499001,2.474900007,67.16719818,105.8688965
5007,53.69620132,213.9479065,0.091642998,2.516599894,64.72669983,100.9037933
5007.5,28.3560009,112.1747971,0.096576996,2.5072999,60.89860153,98.06860352
5008,60.72650147,202.4978943,0.119420998,2.491899967,63.7867012,99.76039887
5008.5,47.09209824,103.4590988,0.136395991,2.392499924,65.33460236,101.450798
5009,84.94280243,161.6791992,0.149416998,2.392400265,66.49469757,103.4018021
5009.5,79.72480011,280.7271118,0.168693006,2.424499989,70.1013031,106.9381027
5010,50.7181015,203.9044952,0.148226008,2.42840004,70.52410126,113.1106033
5010.5,47.97240067,65.47969818,0.117305003,2.54279995,70.44329834,111.9654923
5011,34.73320007,125.8435974,0.110035002,2.52609992,68.62400055,107.0372925
5011.5,71.77700043,110.1964035,0.114399999,2.573400021,63.31489945,97.8483963
5012,64.50240326,255.3576965,0.132606998,2.561800003,63.44029999,101.1816025
5012.5,53.25630188,94.10070038,0.127185002,2.513200045,61.80670166,99.12078857
5013,54.16740036,144.1161957,0.140304998,2.50909996,65.23190308,104.2143936
5013.5,60.54479981,319.9771118,0.131467998,2.513299942,64.49770355,104.6330032
5014,60.45100021,230.7575989,0.151099011,2.551700115,67.21279907,106.9047012
5014.5,79.15499878,92.13890076,0.156958997,2.492899895,65.67769623,103.3138962
5015,53.47430039,36.23529816,0.132109001,2.493400097,66.60870361,105.9786987
5015.5,41.50439835,84.38140106,0.120312996,2.517699957,67.3015976,107.4200058
5016,38.8614006,186.1520996,0.101666004,2.534699917,65.60230255,104.0024033
5016.5,39.81880188,109.3770981,0.099966005,2.486399889,66.47669983,102.3079987
5017,48.32740021,56.39030075,0.15544501,2.704299688,60.3946991,93.96839905
5017.5,37.32450104,27.36359978,0.183988988,2.816099882,59.48669815,108.4208984
5018,50.37020111,17.16500092,0.256379008,2.725800037,59.02080154,104.5217972
5018.5,71.25260162,14.44760037,0.145855993,2.586100102,61.10949707,108.4768982
5019,63.20729828,8.766799927,0.237402007,2.64470005,60.48009872,105.8622971
5019.5,78.01159668,30.94949913,0.297196984,2.69810009,72.17189789,132.2825012
5020,52.82640076,6.315499783,0.155752003,2.730900049,67.69429779,118.7200012
5020.5,18.22229958,9.039500237,0.110041,2.384299994,63.88660049,98.95210266
5021,33.75759888,69.4733963,0.124014996,2.377399921,70.58360291,109.6589966
5021.5,20.54520035,252.8246002,0.127489001,2.424599886,68.17150116,110.5763016
5022,17.55489922,300.7149963,0.104788996,2.438199997,65.19519806,102.6773987
5022.5,17.65019989,282.9212036,0.109125003,2.431299686,65.01650238,103.1849976
