DEPT,ECGR,RD,DTCO,DTSM,RHOB,TNPH
5076.5,71.90039825,18.19479942,63.29479981,102.9673004,2.665299892,0.068308003
5077,68.99349976,17.77459908,64.52929688,102.6248016,2.584500074,0.073605001
5077.5,73.92279816,18.27009964,64.46070099,102.5085983,2.592200041,0.083159998
5078,85.77210236,19.64080048,63.50640106,103.0963974,2.609299898,0.071705997
5078.5,87.72450256,17.67910004,62.46699905,102.302002,2.640899897,0.073546
5079,70.99459839,21.94249916,60.79029846,101.844902,2.65019989,0.083745003
5079.5,67.79540253,25.6746006,61.30239868,98.88639832,2.704999924,0.106183998
5080,69.52880096,23.59930039,61.14449692,101.1634979,2.651200056,0.093709
5080.5,79.47740173,30.1704998,59.08010101,90.62248993,2.703799963,0.082833007
5081,76.33280182,21.56240082,62.4557991,107.069603,2.60529995,0.076311998
5081.5,53.7417984,28.8715992,60.80630112,103.6591034,2.708100081,0.114948995
5082,47.02199936,53.41439819,56.1231041,94.42330933,2.803999901,0.109225996
5082.5,50.8506012,50.47050095,59.09000015,79.05039978,2.66689992,0.080269001
5083,69.22109985,24.77479935,63.46210098,98.23989868,2.536000013,0.088528998
5083.5,79.17919922,24.18230057,64.32089996,106.4167023,2.578900099,0.081187002
5084,50.43130112,22.08349991,60.75309753,95.13059998,2.700400114,0.077812001
5084.5,64.77269745,25.55340004,66.26439667,114.5711975,2.585099936,0.083100997
5085,48.52709961,21.39719963,63.25289917,97.64910126,2.637000084,0.089543998
5085.5,54.99980164,17.69389916,66.645401,105.3380966,2.513400078,0.097749993
5086,51.91059876,16.60829926,65.06569672,104.1343994,2.580800057,0.091311999
5086.5,63.24660111,16.66640091,64.50610352,98.873703,2.60439992,0.089926995
5087,124.710701,17.02569962,64.38300324,103.834198,2.619600058,0.115370996
5087.5,84.99199677,18.07320023,58.98609924,103.9049988,2.548700094,0.128283009
5088,53.89860153,10.98279953,67.70490265,106.3208008,2.451100111,0.150296003
5088.5,87.21089935,36.31959915,69.85119629,102.0372925,2.550100088,0.089209996
5089,47.81150055,19.6086998,65.44860077,103.9700089,2.472899914,0.097936004
5089.5,72.69080353,19.56410027,56.77750015,97.39710999,2.616100073,0.082208008
5090,48.24349976,25.16480064,68.90270233,101.5326004,2.682600021,0.084806994
5090.5,53.27460098,21.20159912,70.709198,105.0605011,2.5,0.113298997
5091,47.1230011,18.88360024,68.55419922,104.8858032,2.472800016,0.120621994
5091.5,45.43640137,28.73419952,65.3809967,100.9498978,2.479599953,0.100869998
5092,83.44339752,39.98820114,67.03990173,98.82030487,2.490999937,0.103529997
5092.5,76.20760346,30.95499992,64.53829956,103.8794022,2.467700005,0.113603003
5093,42.50030136,16.02330017,62.37860107,99.07919312,2.590600014,0.092432
5093.5,39.7743988,72.43119812,60.59960175,103.6612015,2.472300053,0.059980001
5094,60.84939957,54.21699905,60.96699905,102.1596985,2.628099918,0.077785999
5094.5,62.33110046,21.83379936,62.43399811,101.7611008,2.630399942,0.109979004
5095,63.59749985,20.54220009,61.32640076,99.1576004,1.922799945,0.085298993
5095.5,112.171402,16.09740067,66.74340057,103.8471985,2.297399998,0.109935999
5096,102.2130966,9.692399979,73.63929749,114.3058014,2.466599941,0.123231001
5096.5,91.54270172,8.023900032,66.4315033,118.5863037,2.571399927,0.151158005
5097,89.49500275,6.846899986,61.18399811,112.2830963,2.237699986,0.137197003
5097.5,72.8769989,6.995900154,66.53450012,112.8995972,2.333899975,0.143866003
5098,43.55989838,13.64729977,61.24069977,103.8932037,2.282099962,0.123317003
5098.5,100.2293015,21.52659988,74.89950562,105.2445984,2.423199892,0.074761003
5099,137.6683044,16.83119965,77.24920654,129.561203,2.256700039,0.110249005
5099.5,88.22149658,7.590000153,76.31580353,129.2041931,2.328500032,0.19705601
5100,42.98450089,7.873400211,58.80039978,103.6516037,2.634299994,0.217059001
5100.5,38.05989838,73.13950348,51.54779816,93.80699158,2.839400053,0.071598999
5101,49.23989868,140.8502045,54.33509827,97.50870514,2.726399899,0.048767999
5101.5,123.5951996,30.80680084,67.69120026,112.7785034,2.706500053,0.095394
5102,72.55090332,7.23390007,65.08660126,114.7219925,2.634799957,0.212385997
5102.5,56.78850174,19.92239952,56.97819901,101.7032013,2.687799931,0.184426993
5103,52.3207016,25.04910088,58.6108017,96.04870606,2.784399986,0.111015998
5103.5,58.88359833,26.56119919,56.6590004,98.69290161,2.532799959,0.110477999
5104,69.11940002,15.61419964,61.63589859,109.5370026,2.284399986,0.085566998
5104.5,116.7506027,23.89909935,77.70120239,123.4180985,2.240400076,0.085406996
5105,117.8419037,8.435700417,74.71140289,137.7702026,2.395499945,0.226399005
5105.5,114.4213028,6.605500221,74.47720337,140.2787018,2.656100035,0.253581017
5106,118.8971024,6.671800137,75.67720032,145.5005035,2.663500071,0.261439979
5106.5,127.6785965,6.744699955,78.90270233,153.632782,2.656800032,0.266263008
5107,115.1949997,5.741499901,81.25019836,149.1920013,2.629699945,0.275601983
5107.5,66.64610291,8.247900009,62.74499893,111.9008026,2.644299984,0.19363001
5108,82.65129852,24.86199951,62.59159851,109.5494995,2.605400085,0.130209997
5108.5,90.88960266,16.1746006,63.34059525,102.285202,2.847700119,0.146249995
5109,102.9187012,12.9350996,68.24340057,123.4171982,2.808500052,0.152527005
5109.5,84.32389832,11.37419987,66.93540192,119.6547012,2.64380002,0.162856996
5110,79.31140137,14.62440014,64.38970184,103.9515991,2.404999971,0.139355004
5110.5,61.85350037,10.0486002,61.00920105,112.0028915,2.581899881,0.117216997
5111,112.6921997,16.55559921,71.47450256,138.5139008,2.39289999,0.118890002
5111.5,116.0249023,9.070500374,72.43389893,137.9411011,2.630000114,0.205366999
5112,118.9460983,8.315199852,72.31980133,134.5944061,2.653000116,0.225417003
5112.5,109.4232025,7.111700058,70.78869629,130.305603,2.689399958,0.261516005
5113,111.3261032,7.586200237,66.58580017,125.723999,2.632400036,0.237883002
5113.5,97.13050079,8.898099899,75.85679627,115.2723999,2.624000073,0.200825989
5114,64.67759705,8.826800346,99.99410248,137.4992981,1.69599998,0.219801009
5114.5,95.65540314,27.32279968,75.30410004,131.6851959,2.153600216,0.219881997
5115,111.8013001,9.903300285,72.96060181,139.2247009,2.644999981,0.276731998
5115.5,94.03800201,8.954099655,64.32820129,121.4868012,2.702399969,0.252938986
5116,65.08480072,13.5376997,62.4762001,104.4344025,2.443700314,0.178684995
5116.5,68.14099884,28.73830032,64.85919952,104.0358963,2.360599995,0.128382996
5117,49.18569946,20.77630043,65.4437027,115.1650009,2.449599981,0.114640996
5117.5,84.43869782,18.88220024,71.34750366,119.1450043,2.254400015,0.253022999
5118,52.05450058,13.09179974,51.39679718,97.58550263,2.719500065,0.187700003
5118.5,42.93370056,35.59140015,65.06939697,97.30339813,2.4296,0.073311999
5119,60.85290146,34.84740067,60.67440033,102.4417038,2.430900097,0.097749993
5119.5,88.81020355,15.15450001,66.2881012,119.9888992,2.601700068,0.137557998
5120,98.80110169,12.18299961,71.12409973,137.6197052,2.602400065,0.225599989
5120.5,89.49189758,8.142700195,67.87069702,122.4786987,2.737799883,0.32356602
5121,103.2185974,10.71959972,69.52210236,132.5007019,2.571399927,0.224993989
5121.5,97.65940094,7.445400238,68.98090363,130.9109039,2.720700026,0.241247997
5122,105.8747025,9.300999641,73.18959808,139.9501953,2.679100037,0.221627012
5122.5,110.2105026,6.796999931,72.72840118,138.1455994,2.702899933,0.331091017
5123,104.1894989,8.220000267,70.37660217,133.024704,2.662100077,0.248013005
5123.5,115.1743012,7.565100193,71.62059784,136.9651032,2.701299906,0.240319997
5124,145.2205048,6.602900028,73.22550201,141.9727936,2.701200008,0.285656005
5124.5,78.38960266,5.399600029,72.76069641,114.4459992,2.654500008,0.237598985
5125,63.66859818,23.375,59.59479904,111.9563904,2.463500023,0.107377008
5125.5,81.67169952,42.45840073,63.47240067,105.0245972,2.321700096,0.073972002
5126,111.2874985,28.79380035,64.68520355,124.9884033,2.512300015,0.104109004
5126.5,106.8121033,16.06450081,62.55770111,97.78900147,2.660000086,0.162565008
5127,78.45300293,14.01329994,70.85729981,129.292099,2.588399887,0.182385996
5127.5,115.0122986,27.16279984,66.63809967,124.3685989,2.660300016,0.158737004
5128,127.4335022,6.522299767,74.22899628,142.165802,2.649199963,0.228757992
5128.5,122.9169006,6.220600128,74.80999756,141.240799,2.734100103,0.268458992
5129,120.0587006,6.786200047,74.4477005,139.7848053,2.696000099,0.273674995
5129.5,111.259903,7.099599838,70.98989868,132.241394,2.664400101,0.234638989
5130,113.297699,8.67539978,69.08110046,127.6259003,2.66779995,0.234850004
5130.5,98.5326004,9.253000259,67.05919647,123.1878967,2.669699907,0.20247601
5131,115.4488983,11.87300015,68.375,121.6353989,2.665800095,0.184664995
5131.5,98.20410156,9.374600411,66.03780365,119.8918991,2.619299889,0.181938991
5132,118.086998,17.95540047,70.82969666,128.2442932,2.650700092,0.181520999
5132.5,116.2617035,7.980500221,67.39209747,123.3070984,2.710199833,0.238281995
5133,116.2642975,11.06779957,69.31549835,128.8027954,2.665600061,0.192565009
5133.5,121.3767014,8.236100197,71.53790283,134.0401001,2.66260004,0.243117005
5134,113.8899002,6.407000065,75.30690765,143.0494995,2.629199982,0.26482299
5134.5,122.4208984,6.271500111,74.26270294,141.2570038,2.714600086,0.291902989
5135,119.0173035,6.458499908,74.75531006,140.3108978,2.654799938,0.249698013
5135.5,123.1776962,6.897399902,74.80139923,142.533905,2.694200039,0.301586002
5136,109.1249008,7.19080019,73.4937973,132.2586975,2.659499884,0.274590999
5136.5,105.8889999,9.568799973,69.11489868,123.5325012,2.678299904,0.208248004
5137,118.0976028,11.16489983,66.49720001,120.2579956,2.681400061,0.192276001
5137.5,121.4516983,9.726599693,68.74150085,123.1801987,2.722500086,0.229745001
5138,99.09169769,12.96630001,65.10820007,105.235199,2.468699932,0.164022997
5138.5,126.9568024,11.05220032,70.47650147,147.5005951,2.675100088,0.163253009
5139,120.8041,10.33619976,70.47109985,117.3949966,2.638700008,0.264748991
5139.5,120.7136993,7.53249979,74.56479645,149.5554962,2.71510005,0.269080013
5140,125.4019013,9.410200119,72.33209992,136.9134979,2.706500053,0.282981992
5140.5,110.8076019,7.800300121,71.582901,133.7906036,2.666599989,0.29085198
5141,104.0642014,12.13630009,68.29530335,125.0529022,2.76060009,0.232413992
5141.5,132.3977051,7.612400055,71.52179718,134.4916992,2.701699972,0.244778007
5142,121.6871033,7.39440012,72.61419678,141.6553955,2.669800043,0.259146005
5142.5,123.1790009,5.988399983,75.15509796,146.8887024,2.678600073,0.310624987
5143,129.9992065,6.076000214,75.44110107,147.8482971,2.729599953,0.291839987
5143.5,128.9508057,6.171000004,76.70249939,151.16922,2.729199886,0.305961013
5144,150.2875061,5.849400044,77.12830353,150.7131043,2.700900078,0.340755999
5144.5,147.403595,6.177800179,76.76000214,147.8466034,2.683599949,0.336589992
5145,129.4609985,5.741899967,76.45309448,142.5823059,2.662899971,0.28628701
5145.5,123.8823013,8.052900314,72.86309815,132.3186951,2.746900082,0.250874996
5146,115.9309998,9.843899727,71.16970062,123.22509,2.646899939,0.235524997
5146.5,114.1162033,12.27439976,67.31230164,115.1765976,2.646899939,0.154473007
5147,111.9207993,19.21220017,61.97159958,105.3759995,2.656300068,0.138305992
5147.5,113.1635971,19.95240021,62.39530182,104.0001984,2.651000023,0.122523002
5148,108.927803,19.09129906,64.52680206,107.3350983,2.645699978,0.179024994
5148.5,86.18569946,34.17229843,60.45389938,94.24849701,2.649499893,0.118965
5149,99.14689636,25.15130043,58.76470184,84.17420197,2.617399931,0.139844999
5149.5,104.9462967,20.4817009,67.61689758,132.3408051,2.708100081,0.168789998
5150,133.0140076,17.82729912,64.5019989,118.9318008,2.680700064,0.204622999
5150.5,126.6356964,10.74069977,70.4693985,125.8576965,2.758399963,0.212747008
5151,131.0005035,11.40869999,69.42449951,122.7674027,2.687099934,0.198425993
5151.5,101.7558975,16.57080078,62.87670136,111.2706986,2.666300058,0.135987997
5152,125.2974014,12.0241003,66.76260376,119.8601914,2.711299896,0.207532004
5152.5,139.7398987,7.748400211,73.16860199,134.3105927,2.632400036,0.278299004
5153,144.262207,6.012800217,78.26210022,145.5955963,2.697799921,0.285364002
5153.5,138.2194977,6.734300137,75.29470062,137.929596,2.678999901,0.294674009
5154,142.378006,7.16260004,74.27480316,137.5570984,2.701499939,0.26719901
5154.5,136.0733032,6.693500042,74.53240204,141.4266052,2.660900116,0.269381017
5155,138.8992004,5.815299988,76.46579742,147.7581024,2.69659996,0.288327992
5155.5,143.5187988,4.786499977,80.61180115,157.5827179,2.652299881,0.320600003
5156,147.7924042,4.492099762,82.49030304,160.3018036,2.701200008,0.303743005
5156.5,141.7371063,6.138100147,77.82279968,148.8130951,2.601000071,0.276623011
5157,116.7584,8.717900276,74.73329926,140.895401,2.680999994,0.245177999
5157.5,120.3650971,7.209199905,77.80699921,149.6649933,2.600300074,0.254471004
5158,115.8025971,7.536200047,76.25569153,140.2899017,2.595999956,0.265673012
5158.5,119.8210983,8.548299789,72.54370117,130.3217011,2.598700047,0.265904009
5159,76.99060059,23.40920067,59.23590088,114.4672012,3.157099962,0.242219016
5159.5,97.72840118,10.12279987,68.34089661,123.2680054,2.84710002,0.162689
5160,97.07250214,13.4126997,67.2641983,118.5134964,2.637900114,0.141065002
5160.5,84.13500214,14.46329975,65.23919678,119.8452988,2.687900066,0.190482006
5161,109.4264984,7.161399841,74.80010223,133.2234039,2.617399931,0.246695995
5161.5,109.5084992,7.134900093,74.51259613,138.6501007,2.691699982,0.223349005
5162,109.634903,7.992400169,72.8486023,137.0402069,2.619499922,0.228257
5162.5,116.115799,6.440199852,76.31510162,138.3686066,2.618000031,0.243668005
5163,103.4654999,7.328000069,73.81629944,126.8454056,2.607000113,0.15905501
5163.5,94.67520142,12.96580029,62.84560013,112.7830963,2.775399923,0.195876002
5164,107.6604996,7.619699955,71.16190338,126.4405975,2.610399962,0.195693001
5164.5,95.49500275,11.92459965,66.53579712,113.4101028,2.74819994,0.180428997
5165,75.37270355,13.99860001,65.58989716,120.3377991,2.774199963,0.165362001
5165.5,109.6427994,7.059100151,74.4865036,133.8871002,2.608200312,0.240543008
5166,112.3029022,4.994299889,73.68489838,137.675293,2.626100063,0.235183999
5166.5,111.0286026,6.271399975,74.48180389,134.1083069,2.646600008,0.233726993
5167,106.4421997,10.40250015,71.67749786,123.5569,2.60770011,0.183495998
5167.5,101.8557968,10.45639992,70.25209808,120.4700012,2.605499983,0.187141001
5168,75.18740082,18.2465992,62.58050156,112.1689987,2.802299976,0.160018995
5168.5,112.9662018,7.816699982,72.54499817,131.1914063,2.711999893,0.197760999
5169,110.7602997,6.171299934,74.43430328,142.3674011,2.644599915,0.280781984
5169.5,119.3040009,6.080900192,76.38629913,141.9922943,2.704099894,0.243234009
5170,93.61000061,9.722900391,69.59519959,129.1513062,2.718600035,0.227597013
5170.5,112.9173966,7.972700119,70.90219879,133.3173981,2.638499975,0.250184
5171,114.9729004,7.403399944,76.29060364,140.199295,2.640500069,0.283014
5171.5,112.5167999,8.109000206,74.4029007,137.0635071,2.651299954,0.262304992
5172,110.4652023,8.715499878,73.04519653,129.6875,2.621900082,0.254845023
5172.5,83.1765976,12.78030014,67.55280304,122.726799,2.637099981,0.235935986
5173,100.8582001,10.84109974,68.65370178,122.023201,2.650000095,0.196529999
5173.5,102.2786026,10.71189976,67.46389771,122.7949982,2.626899958,0.167697996
5174,93.30310059,7.89659977,72.32990265,132.803894,2.644000053,0.211699009
5174.5,113.3507004,6.012199879,72.81950378,139.6432037,2.771100044,0.265938997
5175,113.8757019,7.032000065,75.3039093,140.3619995,2.672600031,0.29934901
5175.5,115.2361984,6.309999943,76.55258942,142.8695984,2.63409996,0.261909992
5176,122.2471008,6.336800098,76.70779419,147.2037048,2.632600069,0.257862002
5176.5,118.1760025,6.695300102,76.51779938,146.6744995,2.632100105,0.264016002
5177,111.072403,6.764699936,76.85780335,141.7064056,2.66899991,0.256082982
5177.5,103.9686966,8.607199669,72.9776001,139.6701965,2.768399954,0.248752996
5178,113.8905029,6.743199825,76.60990143,143.1652069,2.638200045,0.246160999
5178.5,110.9926987,8.001399994,74.48060608,139.7819977,2.661600113,0.292088002
5179,106.1155014,6.904799938,74.99629974,141.4338989,2.682600021,0.241209999
5179.5,117.5295029,7.788899899,76.35520172,139.7955017,2.6177001,0.269661009
5180,113.7100983,8.508899689,73.38359833,131.9777069,2.634000063,0.221874014
5180.5,108.7105026,9.392399788,73.02269745,131.5205994,2.631400108,0.210524991
5181,98.51439667,8.60779953,70.52300263,129.7978973,2.687200069,0.213437989
5181.5,111.4152985,5.723999977,74.61299896,141.4398041,2.690900087,0.254454017
5182,122.2099991,6.527699947,78.4756012,148.0865021,2.645999908,0.268932998
5182.5,114.3492966,6.129199982,76.56020355,148.0863953,2.62590003,0.264090002
5183,119.3753967,5.773900032,77.24188995,147.6864014,2.615099907,0.258875996
5183.5,110.3328018,5.285200119,74.82240295,139.2913055,2.674599886,0.284456015
5184,110.4029007,7.363999844,73.41899872,134.3574066,2.621000052,0.259038001
5184.5,98.6160965,8.008000374,71.0911026,130.9884033,2.689100027,0.208773002
5185,102.9890976,5.886400223,72.41600037,136.4893036,2.734400034,0.266865999
5185.5,122.4013977,5.479700089,78.41570282,147.9855957,2.665400028,0.250607997
5186,118.1738968,5.767399788,77.40519714,145.5899963,2.64109993,0.262099981
5186.5,106.9293976,8.3270998,71.5059967,132.5209045,2.849100113,0.233810008
5187,93.84570313,6.183499813,70.33470154,133.9597931,2.676300049,0.269325018
5187.5,122.0082016,4.97660017,77.38560486,147.9387054,2.607399941,0.260076016
5188,118.3581009,5.170000076,78.23999786,149.3110962,2.65440011,0.295969009
5188.5,114.7080002,6.250400066,74.54540253,140.2474976,2.767400265,0.258194
5189,91.71099854,5.354800224,72.45780182,146.089798,2.653300047,0.305611998
5189.5,126.5423966,4.789400101,78.86669922,151.1679993,2.61680007,0.276169002
5190,113.2791977,6.414500237,74.49079895,139.091507,2.763600111,0.281040013
5190.5,72.25869751,12.00010014,64.46450043,121.5702972,2.721299887,0.191501007
5191,76.21109772,8.940199852,66.68049622,124.1530991,2.682800055,0.204564989
5191.5,86.61489868,9.546699524,66.73719788,125.413002,2.796999931,0.190932006
5192,78.68650055,9.213000298,65.58049774,127.6740036,2.681400061,0.216459006
5192.5,96.37159729,6.81099987,72.40499878,137.4161072,2.644500017,0.203505993
5193,91.48300171,9.753199577,70.19609833,132.5413971,2.691099882,0.248521
5193.5,98.26339722,7.13740015,72.34590149,132.4933014,2.652499914,0.220305011
5194,95.26519775,8.036700249,72.2614975,134.2653961,2.653600216,0.227964997
5194.5,91.582901,5.309400082,72.54429627,138.2129059,2.648699999,0.225450993
5195,80.55879974,4.902500153,69.26300049,133.3621063,2.759500027,0.227131009
5195.5,85.16539764,5.869400024,70.72850037,134.1909027,2.664200068,0.220048994
5196,93.44290161,6.519100189,73.14160156,133.433197,2.663300037,0.208630011
5196.5,66.49960327,9.918800354,66.47869873,127.7705994,2.852400065,0.237912998
5197,75.37509918,6.867800236,66.51229858,125.3761978,2.682699919,0.198297009
5197.5,91.86949921,5.966899872,72.49220276,132.2601929,2.741100073,0.241537988
5198,90.30599976,5.379399777,71.1733017,140.2649994,2.650599957,0.235121995
5198.5,94.05670166,6.68599987,74.31060028,138.9900971,2.676800013,0.222169995
5199,68.13420105,11.91839981,63.41910553,124.4982987,2.865400076,0.203713
5199.5,66.66429901,8.678600311,62.99250031,122.4300995,2.658799887,0.1875
5200,97.36910248,5.831699848,75.28150177,139.7342987,2.800100088,0.234612003
5200.5,87.26319885,5.376399994,70.48750305,139.7492065,2.603300095,0.222105995
5201,116.4203033,4.722599983,80.41680908,155.0590057,2.648600102,0.269048989
5201.5,73.70259857,13.05039978,66.5019989,128.469101,2.751699925,0.279508978
5202,73.36139679,8.293100357,68.37779999,122.5003967,2.829799891,0.206068993
5202.5,65.86990356,12.81620026,60.47050095,118.1523972,2.656899929,0.142967999
5203,100.2176971,5.972799778,67.15429688,130.1324005,2.606899977,0.178020001
5203.5,108.857399,5.339799881,78.41549683,148.813797,2.701400042,0.263467997
5204,83.13279724,8.815299988,70.47080231,136.7089996,2.739900112,0.263567001
5204.5,75.47399902,9.403599739,67.45739746,128.2870026,2.740099907,0.205967009
5205,80.15609741,9.930999756,66.49420166,128.1542053,2.711699963,0.183669001
5205.5,84.36370087,7.827400208,69.63999939,129.1580048,2.772200108,0.217198014
5206,82.15419769,7.707499981,70.4240036,132.9105072,2.814800024,0.231067002
5206.5,85.21150208,9.744700432,65.53520203,122.8902969,2.720999956,0.228524
5207,82.37480164,8.627300263,66.81279755,126.8886032,2.666800022,0.199493006
5207.5,72.72470093,9.110500336,72.90129852,134.4015045,2.697499991,0.22769399
5208,102.0183029,4.918200016,69.18579865,134.9044037,2.609699965,0.264887989
5208.5,104.2016983,7.654600143,79.14790344,147.8641052,2.782200098,0.280368
5209,95.59980011,7.929200172,65.01319885,128.2984924,2.625400066,0.27570802
5209.5,118.6351013,5.025800228,76.28980255,145.8289948,2.660599947,0.239099994
5210,106.2162018,5.164199829,72.40670013,132.8099976,2.812999964,0.279150009
5210.5,77.11799622,12.99349976,60.46879578,114.7891998,2.733299971,0.199891001
5211,88.42549896,11.30319977,66.78289795,127.0184021,2.773099899,0.205037996
5211.5,88.65830231,6.866099834,67.61930084,128.4253998,2.72420001,0.205611989
5212,96.38529968,6.564499855,72.26039887,133.6522064,2.736500025,0.262407005
5212.5,92.96269989,8.283499718,69.25499725,131.8350983,2.71690011,0.269915015
5213,97.37950134,8.055800438,68.97540283,129.2557983,2.704099894,0.23576799
5213.5,93.69809723,4.701399803,66.24859619,126.3635025,2.750099897,0.230513006
5214,113.9870987,3.601500034,71.32230377,133.6145935,2.765100002,0.230160996
5214.5,81.62539673,8.807999611,65.63970184,122.1240006,2.725500107,0.209381998
5215,93.34940338,10.84319973,68.35690308,121.4921036,2.815900087,0.223083988
5215.5,75.65899658,7.464099884,64.98619843,123.6183014,2.709800005,0.234632
5216,113.0828018,4.942599773,80.35549927,151.1118012,2.692800045,0.262569994
5216.5,109.3570023,7.262599945,72.48169708,137.8578033,2.676599979,0.342784017
5217,100.7033005,5.625500202,75.14060211,139.5704041,2.665199995,0.279880017
5217.5,109.978302,9.210599899,70.36699677,133.8948975,2.762599945,0.250021011
5218,94.709198,5.698800087,75.29889679,138.3179016,2.75699997,0.214478001
5218.5,92.87349701,8.724599838,66.75319672,129.3796997,2.792500019,0.232675001
5219,91.21070099,9.651399612,66.50440216,123.6044006,2.792200089,0.28334102
5219.5,123.2506027,7.233799934,63.03179932,113.8254013,2.792399883,0.222808987
5220,105.3551025,13.58679962,63.33440018,112.3335037,2.818000078,0.215291992
5220.5,108.6717987,33.2478981,60.64519882,111.1730042,2.994399786,0.195030987
5221,71.64099884,149.4718933,55.1576004,103.9490967,2.931200028,0.205000997
5221.5,77.86190033,313.6225891,57.54439926,100.8853989,2.841599941,0.180911005
5222,73.69789887,273.0125122,54.57459641,98.28170013,2.795799971,0.16523701
5222.5,69.80149841,72.08599854,55.50170136,97.91600037,2.780100107,0.118823007
5223,77.89369965,65.69529724,58.74769592,98.30889893,2.721699953,0.092530005
5223.5,63.60929871,110.756897,57.11209869,96.22850037,2.709599972,0.095408
5224,34.24720001,89.60780335,51.66090012,90.6785965,2.676399946,0.055556998
5224.5,52.4919014,87.40830231,55.5306015,86.56089783,2.75699997,0.057779003
5225,41.01679993,82.06839752,57.58520126,89.62580109,2.606699944,0.076090001
5225.5,65.69599915,108.9803009,56.72880554,90.43280029,2.657799959,0.079102002
5226,34.78179932,70.77140045,62.90679932,104.452301,2.669100046,0.062939003
5226.5,53.04650116,125.7354965,56.54370117,94.12650299,2.71239996,0.056779999
5227,35.87319946,180.2445068,55.21870041,92.95410156,2.701900005,0.051852003
5227.5,39.53120041,222.534195,54.34920502,92.31729889,2.704299688,0.054037999
5228,40.63769913,167.7205048,52.48099899,91.72730255,2.628200054,0.047705002
5228.5,44.53350067,67.01629639,52.48799896,94.06359863,2.345999956,0.060562
5229,48.00460053,157.7147064,60.81240082,91.1809082,2.661000013,0.065586999
5229.5,34.56230164,23.35250092,57.30830002,97.11750031,2.704999924,0.067910001
5230,81.04250336,35.31409836,59.2226944,100.1688995,2.768100023,0.087159999
5230.5,75.7059021,29.54579926,58.92219925,102.8133011,2.72300005,0.121808998
5231,84.48999786,29.07010078,59.51309967,103.5824966,2.784399986,0.126539007
5231.5,95.58070374,19.54380035,62.67589951,104.606102,2.715800047,0.122189999
5232,60.59730148,46.22710037,56.50159836,96.2256012,2.770600081,0.106878996
5232.5,68.9598999,34.20840073,58.49980164,97.68579865,2.758300066,0.105035
5233,61.88420105,47.7173996,56.80739975,98.03040314,2.7579,0.10509
5233.5,66.64559937,45.3268013,57.33649826,97.67549896,2.741100073,0.099721
5234,71.64209747,27.0720005,60.28210068,97.55419922,2.708499908,0.098866999
5234.5,80.07990265,29.97850037,58.88890076,96.97899628,2.691400051,0.116153002
5235,70.40399933,30.95619965,58.47969437,98.5236969,2.722599983,0.107822001
5235.5,70.44660187,36.94720078,58.52740097,98.34069824,2.720999956,0.107476994
5236,81.20459747,27.97590065,59.76440048,102.1968002,2.744999886,0.107418001
5236.5,77.16000366,35.86579895,59.17760086,102.8144989,2.736799955,0.104554996
5237,59.44720078,31.1201992,57.21250153,98.35089874,2.72149992,0.103697993
5237.5,87.63690186,15.42510033,60.93360138,103.9947052,2.753999949,0.108955003
5238,71.23770142,43.12939835,58.19879913,101.2807999,2.750400066,0.130158991
5238.5,78.69090271,36.92050171,58.88270187,97.57520294,2.754699945,0.110053994
5239,56.61650085,82.72409821,56.40370178,96.27919006,2.72939992,0.084172003
5239.5,49.51309967,165.4355011,54.40969849,95.71600342,2.767999888,0.077567004
5240,53.8742981,192.0724945,54.40719986,93.61799622,2.757499933,0.080884002
5240.5,57.98830032,102.4299011,54.52930069,94.7417984,2.772300005,0.083978996
5241,75.04250336,58.11899948,56.96149826,96.30529785,2.730900049,0.100897998
5241.5,50.59759903,82.97519684,55.29669952,94.69670868,2.650000095,0.098436005
5242,72.37680054,31.87730026,60.52949905,97.62660217,2.651000023,0.079259999
5242.5,61.53390122,46.65169907,62.46989822,99.45980072,2.639199972,0.096301004
5243,52.10290146,132.5003052,56.50019836,95.79979706,2.669500113,0.067722
5243.5,44.18009949,132.6121063,56.35229874,94.00389862,2.66079998,0.049548
5244,49.01480103,73.43389893,55.33779907,88.03489685,2.613300085,0.057751004
5244.5,53.62129974,62.43289948,59.04710388,94.78559876,2.6098001,0.075545996
5245,73.15940094,50.64179993,58.8669014,99.16400147,2.571799994,0.074258
5245.5,65.88659668,37.38150024,59.43159866,97.32859802,2.546200037,0.090930998
5246,45.72230148,80.81109619,61.50799942,91.78359985,2.665899992,0.079903998
5246.5,60.67300034,54.07799912,57.46039963,95.47319794,2.607000113,0.078310996
5247,58.60390091,107.2677994,58.44290161,93.42379761,2.633300066,0.090060994
5247.5,56.53480148,120.1953964,60.50019836,95.37020111,2.637900114,0.051236
5248,32.31230164,821.1491699,62.97969818,102.5774002,2.671299934,0.054910999
5248.5,35.65829849,331.605896,53.12580109,91.31199646,2.681400061,0.036997002
5249,76.52619934,69.63549805,51.62779999,91.59950256,2.629600048,0.042714
5249.5,46.29629898,78.26580048,56.34420013,94.49869537,2.633599997,0.069991
5250,46.13899994,90.23280335,62.92589951,97.17829895,2.67689991,0.061532002
5250.5,54.90930176,75.18450165,57.24330139,95.78019714,2.656800032,0.064704001
5251,49.09930039,52.42699814,58.78960037,95.45700073,2.67140007,0.068766996
5251.5,40.81200028,109.8812027,54.42470169,92.13800049,2.671700001,0.044408999
