DEPT,ECGR,RD,RHOB,TNPH,DTCO,DTSM
4883,105.3912964,9.256899834,2.722899914,0.307195008,72.31710053,135.170105
4883.5,114.0365982,8.852899551,2.712899923,0.208048999,72.10140228,139.7559967
4884,121.0474014,7.172100067,2.630000114,0.136683002,74.3003006,151.3213196
4884.5,115.0934982,7.846899986,2.525099993,0.11479,74.42289734,146.9282074
4885,93.10199738,10.70969963,2.734699965,0.162036985,70.21769714,129.7978058
4885.5,89.62740326,26.44129944,2.74819994,0.229892999,64.94760132,111.4160004
4886,65.29920197,38.70560074,2.630100012,0.186453,57.03340149,98.38639832
4886.5,93.25540161,54.46770096,2.374500036,0.120090999,61.76200104,100.9606094
4887,95.59660339,29.53730011,2.402400017,0.135125995,67.29499817,109.0502014
4887.5,101.6643982,24.87260056,2.665600061,0.221494004,64.87349701,114.9845963
4888,64.30539703,24.88290024,2.701299906,0.247801006,62.62509918,112.4070969
4888.5,69.99949646,46.85919952,2.714799881,0.300117999,58.00899887,104.401001
4889,89.8239975,93.09190369,2.672100067,0.254297018,66.08940125,99.61219788
4889.5,126.6042023,21.48509979,2.672100067,0.202758998,62.37540054,104.7060013
4890,106.0518036,20.34869957,2.701999903,0.214847997,70.16929627,113.7804031
4890.5,110.183403,11.87520027,2.682199955,0.284778982,65.85849762,120.8519974
4891,91.36979675,16.43770027,2.703299999,0.256897003,71.12680054,132.5348969
4891.5,122.1166,24.29430008,2.648900032,0.246779993,64.20249939,118.0093994
4892,107.8619995,12.40869999,2.664499998,0.264232993,71.76069641,131.368103
4892.5,111.6330032,13.17420006,2.702100039,0.290273011,69.12339783,127.2889938
4893,102.9156036,13.69439983,2.722500086,0.306207001,67.35479736,120.1158981
4893.5,103.7866974,14.98999977,2.670799971,0.31050399,67.01619721,121.7900009
4894,117.1764984,14.54310036,2.657200098,0.342696011,67.90440369,121.4244995
4894.5,112.4281006,11.58279991,2.635799885,0.30734399,70.11219788,130.8041992
4895,124.4232025,9.898799896,2.588999987,0.33605203,72.41929627,133.309906
4895.5,133.3386993,9.378600121,2.637300015,0.312653005,74.3164978,137.2816925
4896,102.2053986,9.258399963,2.623800039,0.305491,71.86450195,137.1804962
4896.5,114.4653015,9.700900078,2.872600079,0.287156999,72.04270172,137.3256989
4897,118.6567001,12.18959999,2.726799965,0.288817018,76.06359863,141.2523041
4897.5,80.6312027,12.80249977,2.638099909,0.283849001,73.25150299,139.8278046
4898,81.61219788,9.400300026,2.611500025,0.31436801,69.15910339,125.7792969
4898.5,100.5210037,12.11520004,2.633500099,0.310627013,65.99449921,122.8529968
4899,92.04550171,15.04920006,2.682800055,0.294135004,70.63600159,121.408699
4899.5,90.5440979,14.89529991,2.69449997,0.280853003,72.23880005,130.3804932
4900,100.6499023,14.8824997,2.615999937,0.324642986,71.72850037,130.5180969
4900.5,103.8834992,16.5720005,2.686300039,0.317157,71.12560272,129.6813049
4901,100.3135986,15.73330021,2.674599886,0.321160018,68.80580139,125.393898
4901.5,103.3524017,14.07549954,2.749700069,0.351689994,67.21209717,127.1053009
4902,108.6492996,14.55840015,2.853499889,0.366507977,72.78220367,130.1723938
4902.5,105.1080017,12.14589977,2.75819993,0.364197016,68.9763031,131.1029053
4903,89.8239975,14.73149967,2.673199892,0.379584014,69.91020203,134.2162018
4903.5,85.82080078,18.16279984,2.63560009,0.338665992,66.05619812,128.1513062
4904,92.93800354,13.66779995,2.575400114,0.134162992,65.38189697,131.0444031
4904.5,119.4800034,16.69079971,2.530900002,0.102525994,63.85979843,130.970993
4905,56.7621994,21.32029915,2.550600052,0.110296004,70.61560059,125.5818024
4905.5,52.75159836,76.4260025,2.565399885,0.117363997,67.47019959,111.7882004
4906,45.34889984,236.7476044,2.551500082,0.114314005,61.02859497,97.24859619
4906.5,54.50450134,121.5888977,2.562000036,0.119371995,61.75260162,91.06169891
4907,49.51599884,218.9911957,2.586800098,0.113437004,62.2173996,93.50180054
4907.5,63.06579971,332.5061035,2.560100079,0.118746996,61.77569962,96.80719757
4908,59.27199936,401.2832947,2.562799931,0.136521995,61.79850388,95.11640167
4908.5,44.65570068,187.7182007,2.552000046,0.131972998,60.77179718,94.1115036
4909,71.64080048,191.5684967,2.551399946,0.130723998,61.66490173,93.64450073
4909.5,51.79470062,184.3081055,2.63199997,0.181659997,59.00920105,94.52330017
4910,74.80860138,159.7339935,2.53550005,0.164375991,63.99499893,94.55840302
4910.5,94.54699707,86.40779877,2.286000013,0.081141003,63.80820084,96.33119965
4911,86.938797,27.16130066,2.310400009,0.073498003,62.69020081,114.7009049
4911.5,30.09000015,18.98150063,2.348099947,0.092148997,67.30349731,106.4945984
4912,40.49499893,352.1012878,2.380199909,0.121518999,68.85289764,100.703598
4912.5,32.59769821,681.0471802,2.396100044,0.131285995,73.03769684,107.0941086
4913,81.6969986,191.455307,2.535099983,0.126672,71.30989838,105.5422974
4913.5,50.21490097,64.16619873,2.363199949,0.068955995,69.67320252,106.5198975
4914,29.57769966,11.04100037,2.40019989,0.075429,68.21549988,104.1458969
4914.5,24.43959999,20.40189934,2.440900087,0.086558998,68.33360291,106.2595978
4915,41.09299851,65.6155014,2.458300114,0.108899005,72.52459717,104.2952957
4915.5,64.82610321,53.49269867,2.507200003,0.111088,68.14109802,102.7145004
4916,71.18520355,53.59629822,2.364000082,0.068804003,66.57489777,100.8911972
4916.5,13.31499958,7.364600182,2.29520011,0.049875997,68.32160187,104.0559998
4917,12.56939983,7.045899868,2.35649991,0.057611,69.34410095,105.419899
4917.5,19.82130051,57.87749863,2.334000111,0.065146998,69.42489624,105.6371994
4918,27.69219971,103.5067978,2.334100008,0.067419998,70.26380158,105.3860092
4918.5,27.29000092,332.2637024,2.343199968,0.067916006,71.57740021,107.1184998
4919,33.00540161,976.4727783,2.439500094,0.093977004,72.15219879,107.3087997
4919.5,40.89720154,321.6470032,2.477999926,0.106206998,69.46399689,106.5840988
4920,50.28480148,49.43220139,2.470700026,0.111808002,69.52929688,103.1171036
4920.5,66.1257019,27.35700035,2.559099913,0.102927998,66.61810303,99.41400147
4921,79.66880035,117.6227036,2.44630003,0.113923997,66.43399811,95.85150147
4921.5,49.36529923,48.35720062,2.461800098,0.115019999,62.95149994,90.95429993
4922,52.10929871,17.90089989,2.536000013,0.089194,65.93659973,101.3735962
4922.5,63.68560028,15.07759953,2.595000029,0.102885,60.29729843,93.13610077
4923,37.16260147,1.969499946,2.533499956,0.099150002,62.7521019,99.74389648
4923.5,63.08440018,6.381599903,2.50970006,0.109161995,66.08350372,95.83409882
4924,144.2319946,27.98040009,2.39470005,0.134173006,66.83460236,96.9272995
4924.5,140.7752991,89.61519623,2.385799885,0.142650008,71.17690277,104.4667053
4925,90.48259735,38.03760147,2.370699883,0.138361991,71.27829742,108.2773972
4925.5,84.23410034,73.15260315,2.396100044,0.145695001,71.45639801,109.2739029
4926,86.47720337,273.6781921,2.394900084,0.126790002,70.1765976,105.3890991
4926.5,58.70750046,59.65470123,2.466300011,0.124426,69.92960358,105.3976975
4927,17.82600021,5.331299782,2.597899914,0.093760006,66.64499664,104.8823013
4927.5,12.86800003,9.232000351,2.336999893,0.047470003,67.14499664,101.084198
4928,18.41889954,672.9359741,2.356400013,0.045339,68.93360138,103.242897
4928.5,32.11029816,34.8423996,2.414599896,0.0625,67.78669739,99.75650024
4929,30.67099953,21.61490059,2.449300051,0.092719004,67.8065033,100.0261917
4929.5,32.30739975,21.25419998,2.359499931,0.101461001,67.3214035,102.8947983
4930,41.11989975,24.88649941,2.361500025,0.100037001,67.47350311,101.538002
4930.5,66.20739746,4.004899979,2.386300087,0.100455999,67.20089722,98.42209625
4931,68.94000244,5.758999825,2.378999949,0.091137998,67.26390076,100.7333984
4931.5,61.65969849,67.00489807,2.342799902,0.078304,69.39109802,104.3078995
4932,81.76110077,125.5100021,2.344799995,0.075102001,70.50370026,103.7949982
4932.5,40.86930084,57.84059906,2.393300057,0.110483997,70.42810059,106.739502
4933,66.54119873,70.19860077,2.382600069,0.093786001,68.73729706,107.6929016
4933.5,92.5388031,64.42739868,2.449599981,0.124060005,69.84279633,105.0562973
4934,103.2549973,183.8383026,2.450599909,0.146965995,71.46340179,108.6363983
4934.5,120.2651978,71.04070282,2.328399897,0.093051001,71.03869629,107.6275024
4935,88.24919891,34.23460007,2.3204,0.112117007,69.75389862,109.0887985
4935.5,125.3085022,27.97520065,2.366499901,0.140218005,70.37359619,109.7401962
4936,142.8179932,43.55599976,2.369100094,0.16500999,72.00650024,107.3470993
4936.5,143.6300049,1950,2.385200024,0.161375001,70.81800079,108.9493027
4937,168.4037933,477.5755005,2.421900034,0.143867999,70.05259705,108.5794983
4937.5,100.3878021,417.0805054,2.371599913,0.099208005,69.76689911,107.6558991
4938,74.7928009,255.929596,2.401799917,0.105965994,68.73670197,107.8475037
4938.5,55.45399857,93.3015976,2.361900091,0.121090002,68.81400299,105.9588089
4939,94.13210297,124.0430985,2.354899883,0.129330993,68.28970337,103.2786026
4939.5,94.49250031,1060.399414,2.34829998,0.135489002,71.02559662,107.3433991
4940,98.42169952,88.65519714,2.353199959,0.147173002,71.25569916,108.8074036
4940.5,96.79070282,322.2146912,2.390500069,0.156920999,70.93869782,109.4337997
4941,95.74949646,1273.660278,2.375999928,0.152042002,71.24559784,108.0456009
4941.5,69.49759674,1483.8479,2.356300116,0.146641001,70.89320374,106.7845993
4942,59.08530045,655.5714111,2.398200035,0.149810001,70.55339813,106.0802994
4942.5,67.09089661,358.0563965,2.462599993,0.135750994,71.9910965,107.3828964
4943,49.02389908,100.9308014,2.501300097,0.12520799,71.54779816,107.7546997
4943.5,55.60150147,21.58110046,2.512399912,0.122102,66.21050263,100.4679031
4944,79.82089996,29.47859955,2.505899906,0.128463,66.57630158,101.3246994
4944.5,84.48449707,37.68050003,2.410700083,0.126103997,66.01699829,96.46970367
4945,88.79810333,36.49219894,2.419199944,0.119851999,64.76930237,98.94020081
4945.5,83.95970154,49.35559845,2.387399912,0.112273999,69.25319672,105.1472015
4946,83.70559692,165.3715973,2.323600054,0.098949,65.44319916,105.3615036
4946.5,85.22930145,363.3533936,2.304500103,0.098150998,69.02249908,102.9496002
4947,38.42250061,255.9792938,2.298599958,0.089070998,68.85919952,105.4681091
4947.5,62.84489822,381.4591065,2.388700008,0.126620993,72.61070252,106.4094009
4948,46.50979996,53.07989883,2.461800098,0.129514992,71.61669922,110.7360992
4948.5,23.62400055,6.045000076,2.309700012,0.067779996,69.00810242,106.9729004
4949,21.93120003,221.0402069,2.308000088,0.056745,70.57420349,105.2954025
4949.5,16.72400093,1172.349365,2.351099968,0.062979996,70.20230103,104.1057968
4950,10.05259991,235.8992004,2.3131001,0.047447,68.87580109,103.3539963
4950.5,12.61559963,29.20269966,2.325299978,0.043804001,68.37740326,103.2349014
4951,25.81060028,4.536900044,2.435199976,0.059700999,67.50589752,103.6496964
4951.5,18.87800026,1.356400013,2.347700119,0.052691001,63.55880356,101.7570038
4952,24.32600021,3.354000092,2.322999954,0.049766,70.01959992,101.3275986
4952.5,30.1685009,43.48130035,2.355400085,0.051291999,68.90319824,101.8404999
4953,23.4741993,1950,2.334199905,0.050072998,69.29190064,99.90730286
4953.5,25.83709908,77.37750244,2.372600079,0.049415998,67.77469635,101.3031006
4954,35.84400177,39.81650162,2.379199982,0.049102999,65.0381012,100.7565002
4954.5,39.40480042,1.78760004,2.496900082,0.078593001,62.92739868,96.3946991
4955,25.89150047,5.99819994,2.375499964,0.058010999,65.53369904,96.13580322
4955.5,29.54000092,34.10070038,2.365200043,0.047373999,65.86640167,103.8373032
4956,30.85759926,8.387000084,2.529999971,0.061739996,64.39929962,104.0614014
4956.5,30.82789993,1.373399973,2.388799906,0.068558,66.90769959,99.33319855
4957,49.26269913,23.29210091,2.492199898,0.091650002,64.03029633,96.60399628
4957.5,48.51800156,4.09070015,2.495599985,0.095017999,61.02519989,98.70970154
4958,47.74980164,28.27560043,2.548500061,0.076682001,66.0664978,93.6785965
4958.5,29.43479919,5.833199978,2.43569994,0.060293004,65.37339783,96.13430023
4959,33.31110001,19.91570091,2.442199945,0.061115999,65.53019714,96.18229675
4959.5,24.73819923,19.87730026,2.389400005,0.054665998,63.75099945,98.10320282
4960,37.69660187,13.70960045,2.390399933,0.066563003,66.80840302,97.51429749
4960.5,42.35520172,264.5964966,2.374700069,0.069545999,68.30989838,101.4021988
4961,32.82709885,181.5317993,2.375999928,0.056809001,70.73049927,105.3638001
4961.5,44.99200058,60.05070114,2.324899912,0.054837,63.99679947,102.7353973
4962,50.42229843,222.0740051,2.352400065,0.066557996,69.95680237,103.4229965
4962.5,57.89849854,1210.314087,2.317100048,0.073251002,67.1038971,106.7233887
4963,72.82700348,597.3375855,2.391700029,0.093049005,69.97090149,104.5955963
4963.5,88.94059753,304.910614,2.371999979,0.111018002,67.92279816,106.6094971
4964,80.70020294,118.7294998,2.430799961,0.136040002,68.0719986,106.5150986
4964.5,48.7881012,33.70709992,2.430000067,0.120640002,66.92970276,106.325798
4965,32.94689941,34.78279877,2.316800118,0.074450001,68.38860321,104.3117981
4965.5,53.72119904,130.5422974,2.305599928,0.071623996,69.79149628,107.0000992
4966,57.05279923,465.921814,2.314399958,0.085713998,72.86470032,109.4311066
4966.5,55.70909882,419.5952148,2.326999903,0.084469996,70.88410187,109.8607025
4967,66.12210083,327.9065857,2.380000114,0.102594003,70.20259857,107.7005005
4967.5,58.87210083,149.2814026,2.399699926,0.097085998,66.45500183,107.2179031
4968,75.00650024,170.2494965,2.359100103,0.093686998,70.09950256,103.0460968
4968.5,48.06060028,114.2776032,2.400300026,0.102557004,69.50730133,106.6348114
4969,28.34930039,87.5707016,2.4375,0.107889004,70.01090241,101.5566025
4969.5,49.15380096,85.36380005,2.382600069,0.085831001,71.2519989,107.6123962
4970,36.84680176,234.5003052,2.420599937,0.103468001,68.75910187,101.8476028
4970.5,40.88570023,1071.036865,2.485800028,0.115451001,64.85220337,102.0459976
4971,23.24360085,814.3889771,2.461499929,0.115450002,64.60500336,99.21259308
4971.5,8.847999573,1117.186646,2.426199913,0.070749998,66.66529846,96.21620178
4972,14.81569958,1846.058472,2.428900003,0.048441,61.69300079,96.42900085
4972.5,9.440799713,1950,2.401900053,0.046687003,68.72989655,100.5354996
4973,12.12819958,1950,2.39350009,0.033702999,64.24150085,102.1731033
4973.5,8.083600044,1914.636597,2.360699892,0.032212999,64.63289642,96.43990326
4974,15.11620045,797.5872803,2.438999891,0.065968998,64.94580078,96.51270294
4974.5,21.87380028,244.5892029,2.480099917,0.087235004,61.5196991,96.2292099
4975,23.35750008,188.978302,2.483799934,0.097768001,65.94709778,97.06529999
4975.5,16.15369988,188.4846039,2.44810009,0.069481,65.69819641,99.33159638
4976,21.99830055,231.6802063,2.458300114,0.098670997,64.77400208,96.94509888
4976.5,51.57860184,304.6411133,2.52579999,0.123725995,65.72270203,101.0720978
4977,12.12440014,303.5708923,2.456099987,0.079949997,62.33750534,99.41369629
4977.5,17.06620026,740.5507813,2.470799923,0.066124,63.07040024,93.04789734
4978,22.90509987,713.8712769,2.49029994,0.081955999,64.8506012,94.64510346
4978.5,26.96899986,472.9171143,2.464799881,0.084248997,63.89110565,95.395401
4979,14.84070015,437.5974121,2.430299997,0.062445,65.03720093,95.69950104
4979.5,21.54870033,764.1035156,2.467099905,0.076599002,64.24299622,96.11070252
4980,20.45709992,543.3947754,2.460799933,0.084036,63.47980118,98.47319031
4980.5,21.10510063,299.0107117,2.478199959,0.085565999,64.01779938,94.34320068
4981,17.09119988,233.8829956,2.490400076,0.081955999,64.11630249,96.06799316
4981.5,14.81760025,252.8527985,2.436199904,0.074005999,64.17520142,96.36239624
4982,13.66009998,358.1274109,2.418299913,0.056671001,64.9477005,95.62110138
4982.5,8.99750042,683.3303223,2.378400087,0.041410998,67.14170075,97.29979706
4983,11.22729969,765.6364746,2.487999916,0.047034003,64.41410065,96.59070587
4983.5,12.57289982,510.5736084,2.405100107,0.041196,63.55700302,95.58670044
4984,13.43529987,458.3403931,2.432199955,0.053817,64.1875,94.59570313
4984.5,21.57719994,206.2861939,2.484100103,0.071139,63.81679535,95.90618897
4985,18.43110085,140.6324005,2.421000004,0.07863,65.00499725,95.42041016
4985.5,14.04730034,175.6454926,2.422600031,0.062287003,65.68280029,96.11460114
4986,13.50279999,227.9582977,2.397799969,0.048726,66.69650269,98.38500214
4986.5,8.87100029,328.2475891,2.431200028,0.063421004,64.51860046,97.08950043
4987,10.34720039,258.515686,2.446700096,0.057551999,64.17680359,95.49890137
4987.5,14.51340008,210.4107971,2.453399897,0.063232996,65.51360321,97.67310333
4988,10.98390007,224.0646057,2.408699989,0.044424001,62.5848999,96.28659821
4988.5,11.85289955,328.0346985,2.405100107,0.041711997,63.57539749,92.51830292
4989,9.563099861,228.4226074,2.417700052,0.043176998,64.16120148,94.56430054
4989.5,12.97920036,204.6611939,2.438499928,0.061616998,63.80170059,93.99079895
4990,10.59109974,96.24510193,2.423000097,0.061228,64.6242981,95.43431091
