DEPT,ECGR,RD,RHOB,TNPH,DTCO,DTSM
4990.5,8.738800049,88.56199646,2.390599966,0.040100001,65.48729706,95.81710053
4991,11.3039999,134.4347992,2.392400265,0.038181,63.79909897,94.4394989
4991.5,11.13500023,178.5550995,2.446899891,0.049078997,61.70259857,93.65010834
4992,8.375900269,84.57800293,2.399800062,0.048941001,65.35220337,95.46710205
4992.5,9.701999664,55.02330017,2.424099922,0.056118999,66.57820129,94.54639435
4993,12.57960033,44.31129837,2.425699949,0.071709,62.99140167,96.770401
4993.5,11.24510002,30.54610062,2.465800047,0.078433998,64.78780365,95.59770203
4994,12.13560009,30.03689957,2.41869998,0.077381,64.48609924,95.26789856
4994.5,9.271100044,26.49180031,2.435899973,0.077094004,64.11930084,95.76010132
4995,8.075900078,25.39279938,2.43930006,0.073739,64.21109772,96.77020264
4995.5,10.32830048,32.32929993,2.437200069,0.066701002,64.47450256,95.6038971
4996,20.16460037,31.08200073,2.455600023,0.087698005,63.56489945,97.54869843
4996.5,22.47960091,28.08130074,2.473599911,0.090068996,66.063797,96.64610291
4997,17.10079956,29.67140007,2.414400101,0.092039004,65.30899811,97.70210266
4997.5,20.22920036,23.20240021,2.388900042,0.094053,67.14080048,98.98410034
4998,65.98770142,22.31819916,2.505100012,0.134146988,66.57990265,104.7683029
4998.5,12.60179997,38.40969849,2.504400015,0.135255009,64.91069794,100.4662018
4999,9.452300072,27.20890045,2.421299934,0.083669998,66.4885025,97.92280579
4999.5,13.20829964,22.97789955,2.431200028,0.080946997,65.98529816,99.34400177
5000,11.23309994,27.24550057,2.446399927,0.086701006,64.34880066,98.97859955
5000.5,15.72049999,26.22780037,2.41260004,0.084725998,65.59449768,98.61019135
5001,12.18610001,28.39430046,2.429699898,0.086042993,64.35590363,96.85949707
5001.5,14.37100029,26.84420013,2.429500103,0.090211004,63.94269943,97.74330139
5002,19.27630043,25.63129997,2.415299892,0.094617993,65.2736969,96.94419861
5002.5,17.7635994,25.23509979,2.449800015,0.090053998,64.6882019,97.78980255
5003,17.14080048,27.47900009,2.452399969,0.087240003,64.813797,97.42180634
5003.5,8.993499756,27.78009987,2.436500073,0.091045,65.00650024,97.21180725
5004,15.78460026,30.06049919,2.445300102,0.092753001,65.42099762,99.64969635
5004.5,13.49120045,26.43549919,2.434999943,0.084416002,65.21080017,98.57398987
5005,11.01200008,24.81349945,2.411099911,0.083823994,66.02359772,99.0766983
5005.5,13.93019962,23.55060005,2.442500114,0.083851002,65.0585022,100.7650986
5006,8.541099548,22.73159981,2.414800167,0.089484997,65.39510346,98.83519745
5006.5,17.97480011,21.93600082,2.457499981,0.088037007,66.42890167,100.9738007
5007,17.53590012,19.49489975,2.42930007,0.083336003,66.03230286,99.87339783
5007.5,13.6942997,21.10720062,2.427599907,0.076784,65.29440308,98.95410156
5008,11.54510021,22.42980003,2.445100069,0.073256001,66.35430145,99.5714035
5008.5,12.20479965,27.84189987,2.420900106,0.076843999,64.02539825,96.26348877
5009,8.021400452,29.56900024,2.450599909,0.078165002,64.45379639,96.43270111
5009.5,7.558100224,21.72229958,2.434099913,0.085642994,64.39019775,96.36289978
5010,12.36410046,18.76189995,2.428499937,0.087742999,65.55249786,97.126297
5010.5,13.19069958,17.94120026,2.49729991,0.081153005,64.74120331,99.9803009
5011,19.76329994,18.67210007,2.468899965,0.082379997,63.88010025,97.10579681
5011.5,21.55170059,24.25279999,2.460700035,0.091043994,61.74259949,98.5562973
5012,12.65820026,27.65940094,2.419500113,0.086836003,64.04479981,98.46929932
5012.5,11.7592001,16.01370049,2.414499998,0.102243006,65.92269898,97.81099701
5013,13.0291996,15.33460045,2.410200119,0.116560005,64.94419861,101.0615997
5013.5,18.59690094,14.87800026,2.548799992,0.140797004,68.91870117,103.128006
5014,52.21799851,13.5145998,2.528600216,0.101896003,67.8640976,105.0982971
5014.5,30.24139977,31.13190079,2.46690011,0.101674996,62.01950073,97.52410126
5015,11.30669975,31.31100082,2.420000076,0.079604998,64.93370056,93.01200104
5015.5,6.512199879,23.39380074,2.439899921,0.076212004,64.4477005,97.48809815
5016,7.490799904,25.49550057,2.403700113,0.073399,63.76309586,95.75350189
5016.5,4.265699863,18.59740067,2.430799961,0.072379001,63.22109604,95.88339996
5017,5.550499916,15.72889996,2.412100077,0.074713998,63.16210175,95.35790253
5017.5,4.945600033,14.0649004,2.420900106,0.076588005,63.98020172,95.61620331
5018,9.496199608,13.64340019,2.446700096,0.085031003,63.60949707,95.14900208
5018.5,9.431200028,12.44779968,2.40079999,0.090884998,64.60279846,98.10009766
5019,6.594399929,10.6086998,2.398099899,0.096035004,63.92750168,97.85399628
5019.5,10.25710011,9.536000252,2.411200047,0.095391996,63.45809937,97.95420837
5020,11.17090035,8.050499916,2.424400091,0.097668998,64.40499878,98.47419739
5020.5,14.22490025,5.622600079,2.469300032,0.094426006,63.94400024,97.78540039
5021,11.22729969,7.099999905,2.44720006,0.099905007,64.12110138,100.5118027
5021.5,16.48310089,8.345499992,2.404900074,0.108521007,67.27749634,99.05889893
5022,14.82339954,7.767700195,2.424799919,0.110256001,68.70770264,103.3370972
5022.5,18.03310013,7.818799973,2.493099928,0.118916996,70.3309021,102.4082031
5023,43.62200165,7.971799851,2.532099962,0.114500001,63.95320129,100.7500992
5023.5,23.85029984,13.3501997,2.504400015,0.095494002,64.42610169,98.35630035
5024,8.393699646,10.90089989,2.426700115,0.090958998,64.93409729,101.5975037
5024.5,11.32149983,9.080400467,2.467799902,0.100444004,66.22779846,96.92469788
5025,26.96710014,8.604299545,2.485500097,0.109197997,65.040802,100.2638016
5025.5,9.877099991,9.788000107,2.410900116,0.097746998,63.3614006,98.17539978
5026,10.34150028,6.806200028,2.420000076,0.103533,65.47509766,99.31390381
5026.5,8.536000252,4.512700081,2.403800011,0.099638999,65.57340241,100.767601
5027,9.0958004,5.285299778,2.413899899,0.095730998,65.53890228,98.79599762
5027.5,9.048899651,5.554399967,2.430799961,0.098054998,66.58679962,99.16009522
5028,10.21030045,5.93170023,2.405200005,0.096121997,65.88639832,99.69840241
5028.5,8.25399971,5.919199944,2.408699989,0.10142,65.64320374,99.167099
5029,21.13570023,5.403299809,2.458400011,0.123919003,67.93229675,104.0427017
5029.5,14.21420002,7.417900085,2.402699947,0.101807006,64.64260101,101.3368988
5030,5.456999779,5.579999924,2.406599999,0.102334,66.31140137,101.1167984
5030.5,7.347300053,5.27820015,2.388799906,0.106445,66.42230225,101.7398987
5031,9.784799576,4.654900074,2.443000078,0.106034003,66.06089783,102.6656036
5031.5,25.72410011,5.931799889,2.421600103,0.108195998,64.57389832,100.5401993
5032,7.256899834,7.101299763,2.387599945,0.111470006,63.8506012,101.325798
5032.5,9.43350029,5.084400177,2.397099972,0.112002999,67.48139954,105.4223023
5033,12.23149967,4.63199997,2.407900095,0.113490999,67.97109985,104.3197022
5033.5,10.84210014,4.825399876,2.394099951,0.107784003,67.04869843,103.8324966
5034,13.97859955,4.999700069,2.394099951,0.102447994,66.69450378,103.1243973
5034.5,10.17160034,4.954999924,2.406500101,0.111004002,66.13980103,102.4834061
5035,12.59539986,4.662199974,2.407000065,0.110969,65.73490143,102.2545929
5035.5,10.52219963,5.499199867,2.40350008,0.103588998,65.12000275,102.110199
5036,12.92780018,5.660299778,2.405299902,0.105543003,65.62010193,102.1483002
5036.5,12.67790031,5.773099899,2.400300026,0.105007999,66.3757019,101.1887054
5037,9.775500298,5.396100044,2.402499914,0.104212001,65.32209778,102.6563034
5037.5,8.396900177,4.971799851,2.405600071,0.111377001,66.24169922,102.5618973
5038,19.93099976,5.592199802,2.435199976,0.108825997,67.21050263,103.9256973
5038.5,17.91259956,6.106599808,2.413800001,0.115217999,67.01709747,103.1824036
5039,15.72789955,5.279200077,2.39109993,0.123062998,68.25579834,103.6116028
5039.5,6.686900139,5.452499867,2.395200014,0.113175005,67.70649719,104.3656006
5040,51.08119965,7.730999947,2.517499924,0.124894999,61.57979965,101.803299
5040.5,31.55520058,13.25500011,2.564500094,0.158785,61.34740067,98.63639832
5041,15.3803997,8.033200264,2.434600115,0.125778005,67.22859955,99.10169983
5041.5,19.57069969,6.970499992,2.420300007,0.106050998,66.02410126,101.8382111
5042,12.59539986,7.856699944,2.466799974,0.096170999,65.27429962,100.3470993
5042.5,14.30980015,6.474299908,2.421200037,0.095445007,64.7888031,100.2401962
5043,9.096599579,4.798999786,2.413399935,0.097081006,65.61519623,100.2137985
5043.5,7.337999821,5.151000023,2.403300047,0.098418996,64.89640045,101.0045929
5044,12.79300022,5.26940012,2.388200045,0.094638005,65.03639984,100.9522018
