DEPT,RHOB,TNPH,ECGR,RD,DTCO,DTSM
4214.5,2.506500006,0.300612003,91.8227005,0.726599991,101.6521988,215.1976013
4215,2.499599934,0.288904995,97.22899628,0.730300009,100.0566025,214.509079
4215.5,2.56340003,0.277954996,81.33080292,0.829699993,97.85569763,200.7266998
4216,2.507800102,0.282413989,94.50610352,0.765600026,99.31130219,207.4957123
4216.5,2.513900042,0.269003987,86.42089844,0.810500026,98.78929901,202.4584198
4217,2.525099993,0.276742995,86.0428009,0.872799993,97.292099,197.7746124
4217.5,2.526200056,0.253264993,85.42469788,0.792599976,96.99060059,199.2231903
4218,2.505399942,0.263020992,89.22669983,0.824999988,97.99839783,201.4795075
4218.5,2.527100086,0.279266,90.02719879,0.791199982,99.1493988,203.701294
4219,2.564699888,0.284758002,87.34580231,0.852999985,96.91020203,205.4342957
4219.5,2.558000088,0.284494013,94.58999634,0.787100017,98.18840027,200.9629974
4220,2.513499975,0.269623995,95.64459992,0.779600024,99.15699768,205.2358856
4220.5,2.514100075,0.276104003,90.79570007,0.862500012,98.53960419,202.1618042
4221,2.502300024,0.256592006,91.11959839,0.810800016,98.25250244,200.7234039
4221.5,2.495599985,0.257048011,92.69329834,0.802900016,99.501091,202.3087158
4222,2.492000103,0.274062991,90.55750275,0.79549998,100.2360001,202.7158051
4222.5,2.503599882,0.270684004,88.94660187,0.812900007,99.48390198,202.548996
4223,2.498899937,0.258019,91.56520081,0.831700027,99.79720306,202.2967987
4223.5,2.714400053,0.266656011,81.61289978,1.024500012,89.19509125,190.9879913
4224,2.58859992,0.256597996,94.29769898,0.796000004,97.47441101,196.8748932
4224.5,2.510799885,0.280279994,93.95729828,0.826600015,99.39279938,202.4562073
4225,2.515899897,0.275878996,91.40390015,0.841499984,99.01719666,202.2225952
4225.5,2.497900009,0.274685979,95.98100281,0.818400025,99.20580292,198.1421967
4226,2.52609992,0.273690999,91.14099884,0.879599989,98.08840179,201.8130951
4226.5,2.515599966,0.27413699,94.24520111,0.859399974,97.63269806,197.8721008
4227,2.505100012,0.269554019,95.71459961,0.878499985,97.79799652,198.9644928
4227.5,2.5006001,0.272644997,95.07830048,0.822099984,97.82589722,197.6947784
4228,2.525000095,0.268649012,100.8392029,0.8847,97.65579987,196.7888031
4228.5,2.508699894,0.274477989,97.80169678,0.861199975,98.33499146,198.7230988
4229,2.527100086,0.271245003,91.47540283,0.876900017,95.68450165,197.4044952
4229.5,2.553800106,0.262821019,82.35679627,1.029700041,94.69460297,187.6026001
4230,2.517199993,0.272500008,97.59519959,0.923500001,96.01380158,191.6540985
4230.5,2.519799948,0.258141995,95.18440247,0.962899983,95.95619965,190.6636963
4231,2.512599945,0.260042012,93.2940979,0.943599999,96.52279663,191.5800934
4231.5,2.51699996,0.248166993,96.05130005,0.926400006,96.49539948,192.3522034
4232,2.503499985,0.255095989,88.6065979,0.955200017,96.93119812,192.4040985
4232.5,2.496400118,0.250640005,88.51039887,0.903699994,98.50779724,196.105896
4233,2.50270009,0.242049992,87.20939636,0.849600017,96.64420319,192.6112061
4233.5,2.620699883,0.225018993,71.07319641,1.360499978,90.53350067,177.733902
4234,2.519999981,0.255861998,83.35079956,1.03550005,95.21920013,190.4095001
4234.5,2.509599924,0.263751,90.81349945,0.913900018,98.44380188,199.2886047
4235,2.511300087,0.280387014,95.60489655,0.867600024,98.04229736,202.0045929
4235.5,2.517699957,0.284848005,91.79309845,0.848999977,98.5562973,203.0534973
4236,2.501399994,0.298804998,100.3420029,0.808700025,99.4358902,205.4781036
4236.5,2.493599892,0.29686299,101.268898,0.872799993,99.04779053,205.6600037
4237,2.547800064,0.272313982,98.16030121,0.857900024,93.3431015,188.0939941
4237.5,2.535399914,0.275674999,82.89649963,1.091899991,97.11509705,193.3816071
4238,2.497600079,0.283513993,94.22200012,0.860400021,98.24880219,199.0971069
4238.5,2.511600018,0.277727991,98.30059815,0.855799973,97.64399719,197.517807
4239,2.515799999,0.263882011,90.21980286,0.944599986,96.37560272,192.5657044
4239.5,2.503799915,0.254815012,96.97250366,0.923500001,96.88800049,191.7725067
4240,2.509000063,0.265275985,91.64900208,0.967000008,96.9901886,191.6907959
4240.5,2.503599882,0.267780006,90.58470154,0.987299979,96.73120117,188.3981934
4241,2.544300079,0.251419991,83.71080017,1.014299989,95.5821991,185.1976929
4241.5,2.700000048,0.234898001,70.1140976,1.092499971,85.59590149,174.7498016
4242,2.506700039,0.246735007,88.22669983,0.953800023,97.03720093,186.2032929
4242.5,2.484999895,0.240452007,89.61160278,1.028699994,96.36530304,182.5643005
4243,2.503000021,0.237085,88.85690308,1.119699955,94.77380371,179.5023041
4243.5,2.500699997,0.232630998,86.21420288,1.061100006,93.38639832,173.966095
4244,2.494899988,0.248794004,93.8647995,1.00849998,96.70939636,183.470398
4244.5,2.596600056,0.246119991,85.0019989,1.337000012,93.41589356,179.8565979
4245,2.511899948,0.25662601,84.00930023,1.212900043,90.56610107,170.0605011
4245.5,2.504100084,0.260380983,88.13569641,1.199300051,94.63639832,179.9921112
4246,2.512200117,0.257420003,94.21510315,1.17840004,96.52839661,187.164093
4246.5,2.502000094,0.241341993,91.71050263,1.136800051,94.38259888,182.0262146
4247,2.492199898,0.242350012,91.09020233,0.960900009,96.24539948,185.490799
4247.5,2.501199961,0.248962,85.61039734,0.967000008,96.61810303,186.0890961
4248,2.508100033,0.247557998,83.62779999,1.10010004,94.77079773,181.0744019
4248.5,2.497699976,0.231494993,83.12879944,1.038699985,96.16590118,184.324295
4249,2.492899895,0.246602997,92.95480347,1.013499975,95.48639679,180.0767975
4249.5,2.486599922,0.232327998,82.43199921,1.043499947,95.35359955,178.7196808
4250,2.488100052,0.225373998,82.33769989,1.018300057,96.80529785,182.4006043
4250.5,2.484699965,0.233041987,82.21869659,1.046000004,95.21990204,180.050293
4251,2.507200003,0.223663002,74.98480225,1.379699945,91.59529877,165.0505066
4251.5,2.488199949,0.231207997,78.68070221,1.548400044,92.84600067,171.7615051
4252,2.491899967,0.237106994,84.55729675,1.00909996,94.79669952,178.1118927
4252.5,2.496999979,0.230250001,83.33450317,1.212800026,92.66369629,175.1867065
4253,2.488699913,0.238994002,87.68039703,1.185899973,96.1210022,180.8862
4253.5,2.487799883,0.248544008,87.9048996,1.031200051,95.76159668,182.3421021
4254,2.488699913,0.237684995,86.12539673,1.229400039,92.64420319,173.9633942
4254.5,2.506200314,0.244131997,91.93450165,0.970399976,95.69100189,182.5769959
4255,2.496700048,0.231063008,93.17569733,1.121600032,94.51049805,182.2583008
4255.5,2.4848001,0.241403997,86.85420227,1.17840004,94.83709717,178.0868073
4256,2.482899904,0.235695005,89.75340271,1.104799986,95.28549957,179.1295929
4256.5,2.479000092,0.227431998,82.55780029,1.079100013,95.27600098,179.8634033
4257,2.486700058,0.23442699,85.4890976,1.059599996,96.3187027,181.4698029
4257.5,2.487699986,0.249706999,88.59420013,1.084100008,94.74539948,178.8675995
4258,2.496700048,0.229531005,79.51229858,1.145400047,93.43080139,175.2829895
4258.5,2.482599735,0.237455994,94.64920044,1.067199945,96.19580078,180.9554138
4259,2.4993999,0.237936989,91.65429688,0.93599999,96.0022049,183.5256958
4259.5,2.495100021,0.229184002,87.81980133,1.156499982,94.18418884,176.7765045
4260,2.495899916,0.243185997,87.62670136,1.102800012,94.60870361,179.509903
4260.5,2.496200085,0.234857008,85.01899719,1.120300055,94.71949768,178.782196
4261,2.517299891,0.23611401,88.51529694,1.157600045,93.84069824,179.530304
4261.5,2.494600058,0.243458003,87.39209747,1.138900042,94.38200378,179.370697
4262,2.504100084,0.237882003,87.8065033,1.073300004,94.3871994,180.9080048
4262.5,2.504600048,0.238477007,83.46150208,1.151000023,92.86598969,175.6118927
4263,2.495599985,0.234960005,80.27909851,1.165199995,93.94419861,177.7617035
4263.5,2.505800009,0.239023,82.27310181,1.278699994,93.07640076,177.2506867
4264,2.504699945,0.228349,85.14969635,1.135100007,93.84729767,179.0307007
4264.5,2.509000063,0.220734999,82.31590271,1.216699958,93.02469635,174.0585938
4265,2.572099924,0.212301001,72.46910095,1.471500039,87.51499939,160.5019989
4265.5,2.505399942,0.238427997,82.71440125,1.287700057,91.51049805,168.4698029
4266,2.511300087,0.231341988,86.28079987,1.212900043,93.25869751,175.219696
4266.5,2.501499891,0.233104989,87.96730042,1.170600057,92.5565033,175.5043945
4267,2.505000114,0.230932012,89.86190033,1.085600019,94.8470993,172.042099
4267.5,2.500400066,0.229353994,87.10150147,1.135400057,94.60440064,184.3598023
4268,2.512399912,0.238491997,92.44180298,1.110499978,94.33110046,180.3769989
4268.5,2.516700029,0.230603993,80.99389648,1.247599959,92.32910156,172.1620026
4269,2.531599999,0.220510006,74.90589905,1.486999989,89.75700378,161.7695007
4269.5,2.497200012,0.214137003,72.84549713,1.428599954,88.36250305,156.7023926
4270,2.488500118,0.220921993,85.65979767,1.188899994,92.41670227,166.6486969
4270.5,2.478399992,0.219585985,82.72350311,1.230499983,90.39980316,161.6194153
4271,2.482000113,0.218125999,88.75140381,1.170699954,93.12800598,169.1165924
4271.5,2.481300116,0.221408993,80.1949997,1.262500048,93.1167984,167.2232971
4272,2.482300043,0.217700005,83.35369873,1.337100029,91.39521027,167.9221954
4272.5,2.477799892,0.209836006,75.17720032,1.274000049,92.52490234,170.0289002
4273,2.479000092,0.203820005,77.12220001,1.230599999,92.38159943,166.9873047
4273.5,2.472599983,0.215659007,77.60019684,1.400099993,91.83840179,163.2655945
4274,2.504100084,0.207927004,75.15129852,1.271800041,92.15460205,169.9411011
4274.5,2.558099985,0.186537996,76.90979767,1.22329998,91.68409729,166.2942963
4275,2.513299942,0.211336002,63.35660172,1.449599981,85.64490509,156.3804932
4275.5,2.479300022,0.201007009,71.08969879,1.262199998,91.58409882,165.4555817
4276,2.471100092,0.18501699,67.67060089,1.389799953,89.58930969,156.1148987
4276.5,2.484999895,0.199051991,65.59230042,1.433300018,89.95369721,156.1840973
4277,2.462899923,0.204629988,63.63710022,1.248700023,91.73120117,154.4333954
4277.5,2.476200104,0.214048997,70.13339996,1.327399969,92.36100006,166.0437927
4278,2.480799913,0.207252011,70.9720993,1.30369997,92.01450348,166.0184937
4278.5,2.4848001,0.20573099,69.09339905,1.337900043,91.20749664,164.0283966
4279,2.451900005,0.192665011,60.15459824,1.431900024,88.62239838,154.9880981
4279.5,2.464099884,0.214438006,61.13479996,1.416800022,89.89839935,154.9486084
4280,2.47210002,0.205757007,62.69689941,1.353399992,90.55049896,159.591095
4280.5,2.48119998,0.212082997,63.22520065,1.368000031,88.90730286,155.9058075
4281,2.480400085,0.234101012,67.84369659,1.298699975,93.53330231,167.7281036
4281.5,2.489500046,0.222863004,81.20500183,1.075399995,93.22609711,170.8495026
4282,2.498699904,0.222022995,75.28469849,1.294999957,89.98000336,160.1665039
4282.5,2.530800104,0.218845993,69.25789642,1.508700013,89.2161026,160.9618988
4283,2.479500055,0.227634996,77.20559692,1.186800003,94.11859894,169.5800934
4283.5,2.486999989,0.223328993,76.31300354,1.1796,93.34100342,170.9479065
4284,2.503799915,0.220842004,72.4016037,1.252799988,91.53399658,168.1555023
4284.5,2.495199919,0.216998994,77.58830261,1.319200039,91.16790009,165.8817902
4285,2.499200106,0.210223004,75.93689728,1.262400031,92.76550293,168.8282013
4285.5,2.492199898,0.221420005,77.79329681,1.236299992,93.67250061,172.4264069
4286,2.482300043,0.227439001,80.23130035,1.163200021,93.39980316,173.3961792
4286.5,2.49729991,0.227404997,77.10220337,1.197199941,92.60040283,171.0467987
4287,2.484899998,0.221532002,76.40419769,1.224400044,91.3730011,165.2037964
4287.5,2.482000113,0.211324006,72.19539642,1.307999969,91.0911026,163.2519074
4288,2.478800058,0.204570994,68.38240051,1.340899944,90.2913971,161.4458008
4288.5,2.479700089,0.209113002,67.68589783,1.265699983,90.79360199,159.9704132
4289,2.488899946,0.213799,68.5318985,1.265300036,90.73290253,162.8883972
4289.5,2.496299982,0.218269005,67.22019959,1.208099961,91.68170166,166.9317932
4290,2.492899895,0.212199003,70.00279999,1.230399966,91.99729919,167.7595062
4290.5,2.496799946,0.233779997,76.53029633,1.32980001,93.46559906,170.1744995
4291,2.499599934,0.232813001,81.09300232,1.164299965,94.45819855,173.637207
4291.5,2.488800049,0.245280996,80.81109619,1.083999991,95.05180359,177.9036865
4292,2.511300087,0.254615009,86.48000336,0.943000019,95.3065033,180.0570984
4292.5,2.512399912,0.253820986,83.64330292,1.088500023,94.64160156,180.8946075
4293,2.510499954,0.248588994,88.12560272,1.019999981,95.14900208,183.2077789
4293.5,2.498300076,0.247586995,81.93009949,1.044899941,95.02139282,182.0933075
4294,2.501899958,0.261814982,86.1427002,1.00030005,95.76210022,185.0332184
4294.5,2.499000073,0.242284,84.35700226,1.003600001,96.73429108,183.203598
4295,2.504400015,0.248770997,86.90769959,0.979499996,96.64430237,184.6163025
4295.5,2.508899927,0.232262999,82.15460205,1.154600024,92.53770447,176.7003174
4296,2.513099909,0.248035997,73.52719879,1.37469995,91.52480316,168.7212982
4296.5,2.499000073,0.243344009,83.58499908,1.155300021,93.9509964,178.030304
4297,2.514699936,0.233278006,79.07900238,1.054299951,95.4509964,181.1979828
4297.5,2.504300118,0.252025992,79.17030335,1.109099984,95.80439758,179.2265015
4298,2.503099918,0.252355009,81.62059784,1.026800036,96.61489868,184.2774048
4298.5,2.501899958,0.255012006,88.1190033,0.994599998,97.49770355,188.8939056
4299,2.502500057,0.245743007,88.93640137,0.990700007,97.72029877,190.8437958
4299.5,2.510699987,0.260792017,92.8585968,1.121899962,97.34660339,189.0711975
4300,2.516000032,0.259680986,92.12640381,1.042700052,97.94110107,188.0496826
4300.5,2.511800051,0.267356008,84.92870331,1.029500008,95.55339813,184.9911041
4301,2.878400087,0.251195997,65.03430176,1.201799989,89.69869995,182.662796
4301.5,2.506299973,0.259490997,91.12529755,0.953599989,99.28099823,192.0621948
4302,2.506000042,0.269984007,89.86930084,0.979300022,97.76560211,187.187912
4302.5,2.499500036,0.257447004,92.53859711,0.966300011,97.45570374,191.0182953
4303,2.515799999,0.267767996,88.07189941,1.028800011,96.8710022,184.4225006
4303.5,2.515799999,0.263184995,87.03829956,0.986299992,96.86630249,188.6537933
4304,2.508699894,0.258911997,89.96060181,1.194800019,96.9190979,184.8780975
4304.5,2.510400057,0.263465017,87.67179871,0.916400015,96.84989929,186.8318939
4305,2.595900059,0.251094997,78.01679993,1.202800036,92.6115036,183.5912018
4305.5,2.508899927,0.259826005,86.19200134,1.033800006,96.35179901,180.9273987
4306,2.506000042,0.249915004,86.42310333,1.00090003,97.71620178,190.225296
4306.5,2.699700117,0.243840993,86.00939941,1.002900004,95.54199982,186.9797058
4307,2.793299913,0.24781099,84.07769775,1.073899984,88.75440216,182.137497
4307.5,2.528800011,0.233560011,75.73960114,1.366600037,89.67610169,170.3628998
4308,2.5151999,0.270979017,96.67350006,1.010499954,97.22689819,188.6528931
4308.5,2.508699894,0.252747983,89.52410126,0.966099978,95.69709778,187.2243042
4309,2.508300066,0.26286,92.62359619,1.053300023,93.53369904,181.6934052
4309.5,2.511499882,0.265356004,90.72370148,1.482599974,92.79029846,176.3748932
4310,2.509999991,0.279195011,89.93740082,0.987299979,97.43740082,195.6112061
4310.5,2.512000084,0.277895004,90.21920013,0.95599997,96.79649353,192.5160065
4311,2.51970005,0.268175006,91.95960236,1.024500012,96.03360748,190.3067932
4311.5,2.518300057,0.276744008,86.27929688,1.004199982,95.65200043,189.8426056
4312,2.513999939,0.257917017,84.59529877,0.963,96.15329742,189.3287048
4312.5,2.52940011,0.266878992,89.5868988,1.037099958,96.19809723,189.5794983
4313,2.522500038,0.269526988,88.27110291,1.021299958,95.73329926,187.9203033
4313.5,2.514400005,0.257261008,89.90119934,1.029199958,95.40239716,185.9094849
4314,2.514100075,0.245519996,88.94889832,1.075799942,95.52659607,184.2918854
4314.5,2.517699957,0.245879993,92.00250244,1.052600026,92.81719971,179.4160004
4315,2.504100084,0.229335994,88.70279694,1.187999964,93.33820343,175.0072937
4315.5,2.492300034,0.224327996,88.01589966,1.200399995,93.00609589,174.2308044
4316,2.493900061,0.226166993,86.99510193,1.281800032,91.79649353,168.4145203
4316.5,2.485300064,0.221145988,82.55509949,1.267699957,93.24120331,168.1421051
4317,2.489099979,0.225668997,82.34600067,1.208600044,92.7378006,170.8271027
4317.5,2.4921,0.224521995,83.95500183,1.289499998,93.42780304,170.5153961
4318,2.502000094,0.235883012,81.0821991,1.248399973,94.29270172,169.347702
4318.5,2.822400093,0.239037991,85.79389954,1.231899977,87.58830261,167.8540955
4319,2.504499912,0.218148008,78.67769623,1.257699966,93.65779877,168.3119965
4319.5,2.501899958,0.225690007,81.45839691,1.275099993,92.91239929,168.303894
4320,2.495699883,0.216103002,81.38809967,1.281999946,91.24269867,164.7667999
4320.5,2.499000073,0.230606988,81.92269898,1.288900018,92.33139801,171.2702942
4321,2.500999928,0.230691999,84.50060272,1.203299999,92.21209717,169.8795013
4321.5,2.500999928,0.216511995,81.49479675,1.269500017,91.74790192,168.3621063
4322,2.502500057,0.229103997,82.78099823,1.315099955,92.21340179,168.4308014
4322.5,2.506799936,0.241438001,80.30860138,1.125100017,92.97319794,173.1725006
4323,2.505899906,0.240587995,87.87650299,1.145599961,93.16929627,178.4651947
4323.5,2.49729991,0.233241007,84.38200378,1.179800034,92.21520233,172.4906006
4324,2.507499933,0.239783987,86.4029007,1.097000003,94.38659668,177.5509033
4324.5,2.505500078,0.238968998,84.37480164,1.142199993,94.5848999,179.3374939
4325,2.559499979,0.247582004,90.73870087,1.108999968,94.36209869,180.233902
4325.5,2.550400019,0.240025997,81.93370056,1.128900051,92.35510254,176.5236969
4326,2.515000105,0.237145007,89.79759979,1.155400038,93.89510346,177.8450012
4326.5,2.506900072,0.230644003,90.43609619,1.146299958,93.53440094,176.7743988
4327,2.510200024,0.246070996,91.05020142,1.103700042,93.49120331,176.6268005
4327.5,2.508100033,0.236292988,91.36940002,1.113800049,93.00640106,177.4662018
4328,2.513900042,0.249641001,88.08809662,1.110999942,92.7786026,174.2151032
4328.5,2.50699997,0.230426997,91.36869812,1.214100003,93.04049683,176.4165955
4329,2.510499954,0.236940995,95.14119721,1.225600004,92.56549835,174.0733795
4329.5,2.506400108,0.226403996,91.69090271,1.207700014,92.02580261,172.9187927
4330,2.501499891,0.228062987,86.49069977,1.234099984,92.14279938,172.2531128
4330.5,2.501699925,0.211769998,81.96669769,1.316900015,90.99639893,167.9702148
4331,2.499500036,0.219957009,78.59500122,1.309900045,91.30239868,166.2205963
4331.5,2.521500111,0.211106002,79.54740143,1.258599997,90.37339783,165.3661041
4332,2.499599934,0.217262,85.11910248,1.205299974,92.04229736,169.9588928
4332.5,2.499799967,0.219567999,87.17610169,1.087900043,91.87280273,170.4270935
4333,2.514499903,0.236404002,97.94619751,1.240100026,92.65460205,174.908493
4333.5,2.506900072,0.226609007,91.49710083,1.149000049,92.02259827,172.5914002
4334,2.509200096,0.23536101,87.70259857,1.168900013,91.9464035,172.3406067
4334.5,2.5079,0.222027004,87.11579895,1.240800023,91.30799866,169.3094025
4335,2.510299921,0.23290199,89.91770172,1.150300026,91.01809692,169.1029053
4335.5,2.509500027,0.226031005,88.20829773,1.248399973,92.82500458,176.1589966
4336,2.509000063,0.221135005,81.65679932,1.317899942,91.91100311,171.4822998
4336.5,2.513099909,0.215166003,80.7154007,1.284500003,90.29930115,166.3515015
4337,2.50880003,0.230730996,87.8246994,1.291100025,90.00390625,165.6562042
4337.5,2.497600079,0.215552002,90.95359802,1.235900044,91.10759735,167.1719971
4338,2.500499964,0.24539499,97.396698,0.968699992,93.09329987,173.4393005
4338.5,2.500799894,0.238355994,95.5074997,1.055299997,93.89630127,179.5682068
4339,2.511699915,0.241963998,90.49729919,1.152400017,92.49500275,176.0093994
4339.5,2.520900011,0.254869014,86.72229767,1.153599978,93.07019806,176.5861054
4340,2.515500069,0.259530991,85.79889679,1.184599996,92.39630127,176.1388855
4340.5,2.507100105,0.246252999,90.1969986,1.168200016,92.30339813,174.2280121
4341,2.511199951,0.235083014,83.52940369,1.201099992,92.69280243,174.3399048
4341.5,2.50699997,0.243532002,91.64859772,1.174499989,92.58879852,172.7958984
4342,2.50699997,0.244331002,79.4957962,1.065000057,93.26390076,175.1634827
4342.5,2.507100105,0.246960998,85.68669891,1.166700006,93.4693985,177.421402
4343,2.52579999,0.248012006,89.20320129,1.009999991,93.30500031,173.8654938
4343.5,2.519299984,0.261969,88.92849731,0.917900026,96.54109955,184.8840027
4344,2.529900074,0.263024002,92.00559998,0.916899979,97.06209564,190.5393066
4344.5,2.542900085,0.269639999,90.33699799,0.941399992,97.18669891,191.8204041
4345,2.544399977,0.266097993,91.80460358,0.944100022,95.10900116,189.6722107
4345.5,2.516299963,0.272472978,93.75830078,1.023200035,96.75189972,189.4550934
4346,2.557300091,0.255535007,89.20690155,0.958000004,96.26539612,188.3125
4346.5,2.509900093,0.258686006,96.58869934,0.925000012,96.48320007,191.4230957
4347,2.514699936,0.273985982,91.57109833,0.94599998,97.80770111,194.427002
4347.5,2.519999981,0.286920995,93.33270264,0.9824,96.54779053,190.8348999
4348,2.5151999,0.28194201,91.85820007,1.013000011,95.94750214,189.3983002
4348.5,2.511100054,0.275757015,90.41439819,0.953299999,96.27030182,191.7953033
4349,2.50180006,0.280070007,87.00039673,0.975300014,97.09980011,191.7006989
4349.5,2.512700081,0.270298988,89.26069641,0.897300005,97.27600098,191.9539032
4350,2.511300087,0.276571006,86.06990051,0.890200019,97.28530121,192.563797
4350.5,2.512799978,0.253082007,94.93530273,0.988600016,97.42199707,192.853302
4351,2.506299973,0.280867994,90.03849793,0.909799993,97.80840302,193.3945007
4351.5,2.511100054,0.290414006,104.0342026,0.884199977,99.08920288,201.6314087
4352,2.509999991,0.27947399,95.82559967,1.011000037,96.96640015,202.4434967
4352.5,2.5151999,0.309599996,96.79119873,0.798600018,97.02999878,196.3011017
4353,2.516000032,0.275823981,96.68759918,0.895600021,100.6337967,209.3674927
4353.5,2.507400036,0.286662012,96.86779785,0.832700014,100.3777008,211.6329956
4354,2.595999956,0.270815998,75.25710297,1.148499966,96.74980164,203.6683044
4354.5,2.506599903,0.297955006,98.88880158,0.828299999,97.7052002,194.0289002
4355,2.506700039,0.300060988,102.5950012,0.845899999,100.4175034,209.6903992
4355.5,2.503999949,0.29835099,99.26309967,0.78490001,100.2787018,211.6494904
4356,2.503499985,0.291536003,93.39129639,0.85589999,99.91719818,208.2194977
4356.5,2.512000084,0.295733005,103.2654038,0.763300002,99.60279846,205.9111939
4357,2.510200024,0.296700001,97.57379913,0.790700018,100.1266022,208.5207977
4357.5,2.513600111,0.297475994,90.87689972,0.7755,99.77839661,207.6528015
4358,2.514899969,0.30301398,93.87220001,0.780600011,99.43740082,205.2136993
4358.5,2.515500069,0.290132999,94.61959839,0.862600029,98.53520203,204.3412781
4359,2.506200314,0.279610992,91.69689941,0.930700004,97.75229645,195.3659973
4359.5,2.517999888,0.274729997,95.58529663,0.881500006,96.59220123,191.3558044
4360,2.515700102,0.29182601,96.23919678,0.894299984,97.78050232,197.1781006
4360.5,2.509399891,0.291761011,93.77179718,0.875199974,98.49150085,198.9499054
4361,2.505700111,0.295848995,96.88020325,0.912199974,98.30079651,201.1022949
4361.5,2.512300015,0.294874996,103.735199,0.829900026,98.11640167,200.8289032
4362,2.51060009,0.296355009,96.81089783,0.82889998,99.1894989,204.891098
4362.5,2.51060009,0.288435012,94.42970276,0.787699997,99.32050324,207.1477966
4363,2.516200066,0.30239901,92.99669647,0.79610002,99.27580261,207.7429047
4363.5,2.513400078,0.305342019,94.39019775,0.834299982,99.41249847,206.8034973
4364,2.50270009,0.292199016,103.728302,0.816200018,99.5358963,205.6242981
4364.5,2.512700081,0.29886201,91.71420288,0.815100014,99.53700256,206.0160065
4365,2.517299891,0.292098999,97.20429993,0.8398,99.62139893,206.0892792
4365.5,2.505899906,0.298018009,93.50969696,0.79519999,99.5699997,205.2590942
4366,2.509999991,0.310674995,92.4763031,0.869400024,99.55560303,203.5594025
4366.5,2.510200024,0.290719003,102.9213028,0.850700021,99.05049896,201.9196014
4367,2.507600069,0.27147302,96.84049988,0.908399999,97.98090363,196.2700043
4367.5,2.508599997,0.272794992,92.97200012,0.926400006,96.90090179,191.139801
4368,2.509500027,0.256103009,89.50679779,1.019400001,96.27999878,189.2006989
4368.5,2.506500006,0.252483994,90.43170166,1.069300056,94.61070252,181.6284943
4369,2.506400108,0.248154998,88.98880005,1.050500035,94.70480347,183.8851929
4369.5,2.510699987,0.241318002,90.15789795,1.161000013,94.08930206,181.3394013
4370,2.50819993,0.243703991,83.50370026,1.159999967,94.55329895,175.2257996
4370.5,2.506599903,0.259766012,91.52429962,1.151499987,95.04170227,183.7004089
4371,2.49119997,0.24184601,90.95210266,1.066499949,95.58779907,184.0648041
4371.5,2.509599924,0.254437,87.42759705,0.982599974,96.32499695,190.0814056
4372,2.508500099,0.267246008,88.88420105,0.976700008,97.18070221,193.0630035
4372.5,2.506500006,0.276664019,93.83650208,0.901899993,97.38860321,195.7191925
4373,2.511499882,0.272238016,94.46320343,0.939000011,97.77320099,195.9810944
4373.5,2.509299994,0.285620987,97.44599915,0.884599984,97.71389008,198.5045013
4374,2.511499882,0.295756996,99.41220093,0.991999984,98.30020142,200.9815064
4374.5,2.520999908,0.303173006,94.57019806,0.774100006,98.50180054,199.7835999
4375,2.512099981,0.276193023,95.93460083,0.898500025,97.11660004,197.5531006
4375.5,2.516499996,0.281081021,93.83769989,0.925100029,97.1631012,191.6651001
4376,2.512300015,0.262555003,90.47820282,1.138499975,95.01139832,186.3191986
4376.5,2.514300108,0.252914995,89.37110138,1.062399983,94.61880493,182.3683929
4377,2.503200054,0.243131995,87.49669647,1.077900052,94.80039978,177.2193146
4377.5,2.497900009,0.249282002,85.66670227,0.98269999,95.7071991,185.3202972
4378,2.50090003,0.255564988,93.95939636,0.944000006,97.09339905,191.4317932
4378.5,2.503299952,0.286109,93.3010025,0.931999981,97.55820465,192.9894104
4379,2.516400099,0.259986997,92.24079895,0.958400011,97.75160217,196.901001
4379.5,2.509000063,0.274946004,91.15429688,0.893899977,97.75930023,198.1407929
4380,2.505700111,0.273418009,93.96009827,0.869599998,97.84259796,197.2707977
4380.5,2.517699957,0.275934994,94.48639679,0.876800001,97.72900391,189.9506989
4381,2.510200024,0.271043003,94.4375,0.964299977,96.82920075,202.9750977
4381.5,2.518300057,0.268963993,94.22299957,0.959299982,96.39019775,189.7100983
4382,2.51609993,0.268059015,89.08879852,0.998099983,96.13310242,189.9136963
4382.5,2.512399912,0.272844017,92.19560242,0.994199991,96.43340302,191.428894
4383,2.500400066,0.271000981,91.79799652,0.882099986,96.4509964,187.9259949
4383.5,2.501300097,0.250821978,86.83080292,0.906199992,95.65470123,186.4202118
4384,2.509599924,0.241956994,79.90149689,1.017699957,95.20259857,180.4734039
4384.5,2.513400078,0.235055015,86.64330292,1.367799997,94.33670044,179.9120026
4385,2.518699884,0.24965401,87.19830322,1.008000016,96.1397934,188.1513977
4385.5,2.509500027,0.270743012,90.48960114,0.909699976,96.38210297,191.4207001
4386,2.513099909,0.256431013,88.2858963,1.220900059,95.65460968,188.0921173
4386.5,2.511899948,0.254527003,84.81819916,0.811699987,95.69950104,187.0950165
4387,2.50909996,0.259672999,89.25669861,1.015400052,95.80860138,186.8366089
4387.5,2.508399963,0.271375001,95.6344986,0.966099978,97.26940155,192.5155029
4388,2.518599987,0.281428993,93.46679688,0.989000022,98.66970062,199.7588959
4388.5,2.526299954,0.26936999,90.14980316,0.926100016,96.53669739,197.6098023
4389,2.509900093,0.278362989,88.38510132,0.930999994,97.00630188,192.7919006
